p,q,g
21358567659007068309918913091301428353602361078554302448564967477961358774656477850024368797668846222829410460783392772342627772572342902532224402458135251638567606710366050496729202950304118577058267000479997409952473377383235070255027952347023155362492803253086420033795440645926542905343640781459186689527666336750965891061305411820719022383182884314533746490477716310948410262912202007182399831845247876948093853197244721200660248826616156106137659073486466442595817142587954154904021470465912891329975340416690354340853950608512247489061108737794387952883462540367157381143057722241395391051331321470737517552141,76527917434421964801724665060375609745172890605017333187434284823310642822306,3436868810327137062871123380955544619664135448528585628119727359108339140938732192860682640008050532960199492375144045313602416913951691364372405246631672237416176519117824796259406777946851266267401195598304327192506806335119158519505923081106640060790028282698240096628921840187077559135456375135171547152833151702198675847969886946882292307014427405742079504733077323804361364094920081520329414844424751474566832781633854516739758549612325047126820696040851824894601287782816705930361002492185429094310537094356283466806110159692904781579449471832328755920700659195545657630402811691018841562493304832032562153354
20344547848528155385799797071476496310883001544378439680666185661206429693227471749631264438627123293934988084368414726905648574492977044990590187824266428751981313753642743843311805973757198574386109721848710102002110838860559864883466524643710610334724862431532757394791710614668836516790234692098284730676868932796427180231553038291704648679899267387600754520440076605398266933386674122823327678929388834472960687441728175018693382760423345314054158780925245308463027675276545584476553223449070905035515520976610268050971906033033366238673962335957048752694346175824351855557786706382471745202531554229441767473721,72894676405711240054630527680942081820219555942352091669385357577495084446567,2413836503108534306784440287171746396537389477962785356616658142135246065998132188327239268543002783690699088673601216267395201375558415433445318347988440981062826149691048621639161955146653598105885601484581238320987154071501197179707334781941693685454038046742678532780521238543110456162149497185361063546259113793688956462197633991735565320904227468834271333474609806668667831204034443607050767489114277916881731743731682136297866325202027334159403867085108460934316573096688727055760045675530315696970228362238784572714182229179474237209942910885782662496856490321097492801139087977486233255589088219149412307335
25214635992263544365632572926452043125127825333286752893874088795336397170989406055086614739540653490100298324239744589114621317053968132598735915198155182543198223720371215623717677863344832489133673354709663995967114845721927470485031867409462023080647896562469636252061939793763973299873983604208393174671045038749259255664976403472283112905627372142101537775450275753180242028510023348314084082662424424694719901666108051848763421347344715868459346961126200692401346889476863727558124342779855942434812666505297458138587481601155376370614260041885894378230917582686659995512543280995226821562387867334642852995809,90344240876153140628748140112063308751525817859677009718817492929443484132328,25096582373631470606847799210833892903349219683157379798111191970844566635286244441448046648866194444466476045810090488567139380869470936047001085204325707081115284403602981007770338028489620324113285511125501734930843316720059421473592287725324520280462952080653747145126092341063287118555368962790942474501864655669163938945984192901334344386674185208017987107656144501391023529704942097766253779001526707569624381563538187988128899143190151960970216967692879604440132968245854592115647781256899452045659936694398589758688824370962892748213184952703302023698483847412785002789948417125609203779143307695717543194365
18294654503005274746766949772760900906745671214355670398681499451589989112045057146411893399784080450655284696185499234170408727538292844750355887555060800858928247396267931564947452881248540205106008618090836569397105543526318191017133196428862253275715105927533118235034740998128146449065202815269130928297355455616521312927475089030442302053736806294400840045115859983468744726404602112892074299086728194783947796292106228073349064266475494235152375538672077079135201101735949176892016705282956252386576717287101321102595475097104375058202588122401757544898239601603603020285340914156763850164676734201629815249841,65549892279731188503910891096603476467094431223830966337041289244420938033698,2656845734216030370728704607331196823302191781069714617729171401046421170058429322451492981201421861505686634911621222761582663413155277806409000281706175106662119036667260102096301432610877975139220738003716361802781222435074933107556200122632074496024777425586050563743993735622646837471558540438210794736103244105956192556455426124109599222137898899843692795583508222216404657401479869177323102192792043541012835060280614145510214061975821493230116238712991823212858438955962610574729993971447840610775883004133720530315693983290396431214732875165048210814171186370767699852193193958334670957410056296318286934118
22531264803455991383887564494822414645409419353378106732551498550189232586719274092824937720494137152284544342751976227208575040248750512815473083160530376769731282431737923455863288303049551708625715922278101181839280759730583568628926540688888105391145418127182492655451341203879383732716195881456152720019519787907738262023207121144791247910814651116747187078541902028838318746814607556359014469991293815897312864578102695058175850287939605541682280382262017784414905016145968602684028469666597614133477950538877221910632186514519563171573534252794320365864874518946720193171073346317040905433397442760982715991759,80729700610089357706989390146514329768892488773448936105447000290588886195793,10114595097685136091208366543982973055117128329755449807786330458435632624959394815737118169595501529341939802112113336704772507739238160354476907541849428287556208737467455129151619309830153442601170626702225616832317087502373979869034937185444174884644777568046825611740568629169743729512889596644007969421536755191911762715520807890869094682478937998985877013216399823465487425683924533199910602121237754575932480855652214973927568702688839869022270200787671140375016248693984309835998769322433445976657562806618542880048605525093006893101104239575279244632823959703852549789596253419147407265108202375283165975756
28911725331890195117810980274615438292435637630945154878338461689097026373213249813165394373758204839916169797508529832179904729486554108729091681348434986236581786690831911073253438948832263129850095361938858545678095501751514900916843901570208641002763961536132664169174330099351749043011782125452968285075468521497292313639112008681367515373057801395901657886391325461683511514081302527774574798073391566851424579091640515583277612128267200936639163964259620227982932113027979326301653985520255949380753803215430973143173354543959963067207311097206339927155422196839715604372703618649131177057049495790676201774481,103590941321972409737006418328747638109426216056770613860832650249240578929944,21114080246735952725791758164318387375160447670599711079929579441660099885988100765141972872049061659481547398849037494230095259320179869159907696447022251020446241860842861038694471467445666392430736175274059064503394056889366149178060977384793578195519370463822953814700817797750910409105204410589116361299658435676745120015773082626094717597986226781368731024724080625333460640417237748221313481018011456795193673176711412390901876495091110797768681377147733876813905792395869921263916886514309929324427367391105891303370621513097035687768195317595197883759588482107807766916259017008797751210796934480795211836175
28855630650375029341970885136799957556511805405762524172080551625522403215571060697749766362945903298489808682222042578447749581981544503369123540130079287840734056875549702057469341107231307889097288480141098139410900887155275572540628058049999174499972561586217301107250589865931409198482736859704713874855080464356573326267087455059659420532774007765201906458569210809770313807768251979424563891268065945210051882261869985453432857846001980659991066318353934861437927772741310638460311394966290332364120612355611795399709559181545097981689259402320713379336503386479613402955687391332571621351377102924240112484301,103389953632908321553704308035325127480966432268151127206440558396908182801545,283701012258417223201356941045079550324147817174176379260150486340386683776207176110229005867955804632153229662530781870357508910576160960021922219566744456388806896809114721015689277497180963642813450053092299467774846864715931185328443466228184094111568871298276739839882600102560815320325470882317091778082871857185064684270506429018136647114838438639510510724177927739526074252175308815012301684555393666183125780579246080260126885692666438683211052670302945006277991919684605625932895800162689289838797329612237601453858742923282168311782865197896193807553822469631035643691591877300292554956361566468276018838
22845572208953304211651068474018758100845701549143984728550528528922840730541839680571185233420130456268560313190879763343443590250399686784453512143082169015142958840463789617627657916752837253536517663904313501360280729246288864276512871315129117862223739630066315871522077385916560060704342350748759398450604043754049147067943662801317901209181617243826310340337697797039987778466223862877768121337893315426348470411853370431912607037979990491020757187739523321617772249710771317659894938770228937365693850723024743314910630592205584021954748017159709591552211466032363741890543108025868186982528212934504306669879,81855866538485885130897659058298619641429962723330269655206196014979573333783,14188058794201659361566892939420991487106159753714436604824613251621753061551495370151166116697438911513551466574341342268061886504338102971372672710540440552322176988373558458844600162597743911660730055481733234605130690063908205146654663897104493789677382912680054500327721035131848038294583071076745466489633031964115354928280886635791251054030648752569570512650604643549315281118274876577692910671921313814793027248029260322306279278769826166467667659796218191502656703080534410748958817461910892766245913424116889543874570287092852836778086994353798542263083991070757420927032606790446213785620564658501902480323
21643318208906450555377932574126493428400303011711817921683658552215404556388099811637246984697544755461746073597590782573260501089303943405957748505811086115390880890840384995877046052829339605526722592382174137815939549941165846384822362467069589279134358169154931684513852466812090535021732447341699220369600541439036816596406092271374778792691427015556604784942715643018789486397545951677358640359187007411230174518039887697451890873864223520985881254083877032005360393347647122829648847814701305724421032692906195769503359788652266285780297246663015866187365350828904288301191333990228622687748286379751414013557,77548180914633222944638768257426566512884573302587451231237939086483285694422,16142272187524844388742396712526720030537556569269010247691785682662846445962860403099864222665162347459889459195419397371946999004609764184408339378798195200010655136889617811832076748322647397649021962647740970972606270671879504725168800657905880587135873543517308643194750785713738746902888521477612339354437763942489595948608943616348376790404361170032897305143419280179145581833169766098736088563538127016890074322646535167233025250632251300497365607790817363655706817651141426445563809309196736218310608099767004401312758993196040043400854960188578535609561307130067715563409339657847091424162776276975770983996
16955214245501448514009334894413439201523034760497546377447664121057564457053577625440081839817879199350285227951849489168161907361817574926433483103824044942899252527288989842968449894318390704150058364580089273871338525447433075742570820340725887294920301379889799953392777463747623333290039781342052481732504514955736649653949494804719599781678790281754092244490578976080780381327867798041659031375208132724694771771051569143279026261239285987474292867638075821954351499795664423954980032773169835227117055114991819696932069934089938695702167393565311753805343731120639757353526936652481029209613169711148038357661,60750667206631927493580124796934516655432449510137674793222040830005005837242,260430564802138187676066596177712373917984051697620217781613204556852792656391710854098289017814974892408564434925180843968487741648555745343757501816019654464263536348403471834403745774118529944298801938133423512390038606737288330906223302102954538088063343148997047074257947552608459557536688684106200693197897010637843130548719144535565045729832951560543010507112342508792705160009552720853547882888388991354101600457048084460147472265468524709527665959263264266861447466046065410445634847147172659106534559225094063546128911458024772157792250380865268037477058839064066870409379290250835463955862267906658550748
29234083936332911476235666875357679488658662181486617095046738792528863234313722462709180497259022677558093533011098059506509589967723055819275965370382908543028705067233088175534820963959631152125425776255341204931526784990134936048215332693795616533748256966518651797563336247199064339422156416762176871773044718228080103461890259963366853035968480017940663923961780276120019827399191022577838686858028059464785866165399062955158852456872409842925728687584916214992083539883749786126711685790512984550733208359288546111002912706246892214745364674622317280198265135535263600516070056930392390563024211223133525423201,104745954760088631079631253479978479272509375418259300102540522567263443427533,18595858912396924982640740599363374006809490919523035547218023428125875647363150084891117544368948177331064867838159965360229438493454840169418118212344855621321227615599135254758884416936092027502293588993252160548010619066160423760656736301939031559784010431074410914406811547058201108136584295576730518022181663161463073583887162425259734740195294069241903781046198622530080672959049010921712111472993527488487615072913291070091874976558343600454673378190630434687050170114297392358463115651412371462782950606543991106337714826674672007617648702889592181782802076894586491866460437453673378766736732920944156305871
23816874939114970347463864175995720000869221788474875260536327040584762503547163613919064710535992214083577764515384846798213007886362845812464114503638384640375915355288762682517623689266943603862097603015675025946705116353144194606476910178491145918779477439606532434428507725113989393875386663380981263493934136928646708717020260679548659351527375863620466111349079678979497215051450576248539678405636356681105055483107946897278426293906031200531785199888927546532660007941929168133086180781068138352539488577073136658369305542567935731081714272199133186004804696609271061273119980201109384619376126319145266599941,85336051929395951870798821229354755593083600306454113186008091796704839159818,225804250632018810512464168204704140393021379064881982680808829752168795215590834050934552342660662992779501145296632070793578664655608902753269107462286767703751681838603517361236757884270776391269112799671345726771243914040321248358843387874804629620515238834648539396443481921721458339814569102180147512016132426231724234597851917831759307340806907915118212488602395171641336282188570864183768896507978276582982239093960045100945145009190354132815674801252059443613569800874621304032086577564700736326621825693732885712440097731149590925455409736812194847524145889158943944783127972766828286368059018720584872475
21327225674863288817433252397017442401033512420196447624403259264010478984456111745045093137975882192126723872744690735997743496702391965724078417755337463742281260495270616002075648440981536164984191121828682260450768859364603381536044522250793523882780282226601654450982559116354092028492059730351651143269845506971917586640433157003113298790308296020307230798167173169709048695912005130894741349766898272847872867209844209599608946152291933653537998356300349001250802567898791376278290412193426377399902503273030247546081220200528790682774410357063450469773516204432665767510417075768591118469115070626826617049921,76415618856489252238144903762494377055917832498132592636746263605815910853680,21259038598119761647909981254786846869289684458442744335850688881074692491235222356130784625785534372146285234537365210312582962013409063843244735604549589663016482942161627035920049271873385142200291112016628525975004745171390392202114540606923352349639487103641059111664014003446198573092362286891607090152118339755747919710117118153101211486036021851229579746926799254810954264185549415695825960954871003318687400485114423745485515289709192164502002888966802508982609562638084268815550677365067591264241799073138723555912196674560467958935306882107744773349707371998281613349778646059881070578185408772043867131167
23933610261004542465329993839081279246876915418592717796147912064686963189476405739411062440930859480692488284360411267158031975589097794154148835275143692497615526044452228445622747642441993070174666352550851170600968270189110524572928107982423450631449788826883419234678793256362600753814943561368211485483333867672190962986150002814329799949361746648764461127077981299500556576566163629321280353304649862057899312699544371625375448420921677520266431890613990507788874621990881895370757321654305045343590836436239234584807209480065219409152890164895411654864378836953478000882108303891639008021709941600010560750033,85754315514195774223060328029037263533501491493923362773567509739528815508229,11075228292745660687440244763685189707846292921055870769041122362071991440272008397080577740064035769860748386345640505968156810929716832633845786110614623006572242599663040868830201578926795277288780474221810242054424468044807433346122070770883643664259321135379047684756525631648970484919198041589008997713977607692390823249134604675446581221264243376235641614541517530660875447601313365805705932430262627385135630463618654220827460377496808429925972012860712891207640443332078439850857122668299802057423997908306362669329198176897188554583637302786411152167218114466598627282976284408902939397227776682319191295701
30377499539568927545184533717863604777380451987590961076516563345329391397108566146422690782008919574099308992386599468304592002868815850027650025618005465506327100066239339535984808785309324802181912097943062942399132692986868805674129231669901833702647374961901234544025687829213872365992471006059398892435690417875579753770643608383506962828825004057409493906701211461479039455502839418647767520119096523539971336240958874801560983988465465999576379163768829290796431296803564457168573349953086293954629341964989897599087308054774938469639063488212343835095983877093431212982694027160912595170209880018690863771841,108842821941197325862402117497003559926461163517965159256510689900941956302494,9933225249035603596777445292567494643659985901621353162967521625144376780033508321414629177255191260629068592340197286281403980881127215732956785583660155120315329507821383743568117770178212206822313950391169517841481351106976446762931420650953902526909920049073996826476580191450482868606635275638917221161609735286828387106638179844352695159102087920727351815952153142758615531139999824294689589183375420407938331446837782517787338991211552869049317996451846694600182193904194412327433966486306815299777025525081239457304434735518682905483002449212287500716918437613244431278134118615503795460153761242018745058616
32274713587326677505308565140098702570770841689612207376125597204232128307851219817738255712763069220959824931429112725210599410206993555818206747099151843073447551904589825969103240698600610231495878569215189249475654332365930777862461460365675794737702373745683627960382055398487468514230498816568417408636037392720544080594620147890911608015687349906654143183390530299487324962697502245493291690606914945093018249945669439217003321465687223889491827277126555345509474011091854031544852502744044123935944952844370056326366874593475014120898254574962848154032503917396967104179213595213063599839622618694160609770497,115640554931546186355152363660449283069383646853267393787778976888316857681184,4328721252269312195877134367396415098340335369140991449103327048852324109803332085360536989724188789758006309464863921658150283098474294867243852222857115401724925451137937846321212502406672825685632661649795016632499382238079115130555874143146405264076659557606288002334178781147277480919392649471044624305071524481059219537986520871031310761134034241552698254572926208544096790383836788328845264710100657890531712579690765594451670531535504813654135102864452763055428738524626609885696749946671160850680247285251836929905031913205363365631983169680772621904385017322853936616674700066032687596200246283824316021711
22347234434032562170041260817988697217631713548805003352918724873356215648525429627357090799188524469548721437419582725632661598212681995926651672929503788567337091845202687775394605044005641043152097923135773480892440706065566831811708791212553743586343233607425448979434731790551706509265573101936512528127944955535279805183405820240374355325997136365147717118965224332929362335116394937753775862687876080651177966309886771783568425852855830326895675012762620052609618947898165892376616983761259304294346890398162655294382253120957323626942852179034210163147462227271001221992352078632542915934625943436220935150273,80070318335888809328238696679391918551619244628956394337694254087335930394896,21085357975981511296920697764342895417657694832335439941859961218217155387038307785729256925008826139165316524861609926383104878935016696252867488911653604543287877668535093662678054208942468984739609491716321073640667008744766340503628971108642160131233420724573072857775083767583227897909320913458830393906721607477883312962254862281834090626297983430813976054495121448423623651277878150372748039803658542527602377501997274981604233293553003506943344016865138865963067781586781590723536383073324027572070041430079397214284113788217435203061174135148340872662912284087477864120091128857341632036051308736190279848055
29515343105672087619487871368284229452522378708909622292311796375041335422448590315567924322987931068341467867360817516008602544315512120570298351176287370239309744369049974613115389897780664613260659411194933956693395667979695772151431285300166099167762871778311053871527954442088966095036485240163052805208293086517709511058894178118134145697669456883717077477047381951565242322266505151032204075788504040041837389383820287588516270745959364229166802603182727484165471491325176529215677537116010356882419050659010016609311819321564270395582558929896453722896690582068385997192449648274359646550143154535937880558839,105753708596043340807649172424355648806535284179359875486675583912474912067357,11343075165938423362986904515888108172540642775320845450036620851373453453373793357118964463922032578649617341839156300163473730275779465954779450660479337941757104761072642639274356120010819854632161045094460240781452623230901280792141708149370520991284550426337474024024628493662217150120869823586219137260200726178486813869834339414773921153861333977453792636069280608141388101168526519022696596429447041958931461663461088271163692026200125181668239592224766315417097131659396372355649027426273430369325835040946569388168840361987337425730580507131732967869854962088266515793109254023279712205850320812894138515835
18521047739878972258225395393036309171458347526395582259840931055967360865247930108159146411623071312883469216226602552538032659295982719481368599197403894198471160196811055663121382286260304877208606721012218721458147800574140103837630973702333909639848844209647044241995903547225800385276724154367002365464949888028257053954274628649515467564244316514154411362938178300373565459037880693836596730537999267571405881224153770149568408590147311465212225137003291239261553168375184777295449889428717783026995007939084630448035851291032012710153344914618479189894966133462998237080736521841929239607151356865001058585721,66361061044218801742707826565657770763219202644687778140338115227848662280868,14573277438927932728148021248724693573508576241126098108733269620467599010507576770616108249187065371252906074641070138281899983395690514466318241622698720976237067023098148165157497540540743775127357453155423170260895568970372828652163965254924664293667394406329943511456573966120394051269575400051619378504757224492472140418103324871192305463624264990654968725884840008091903991290573729638558174435893352169354674887580224152338986291282558476615828000422901865097518983208579269808283142698953458052341726488522162999045987828067582420044758758275649338394445660246840592192351310210250733157372726603066265022482
24118828000546290574447004689663864663799221910242434397064201895386300643201048492149235103514261501992641997385827512771245733199001935930396167159514412280805277926170335816878181335445379189787809293112496423604886768276653693405628697501415339714278119726816644195433929703426496678773318432578897370164627847367233893428323479460335132901924225994171987092751524734366372115109766485515502556083055513524195723879136462547170996633160763112692163523334271953897233011693327870859297029579989375035059504773749856270097204768278801461061342873093498070285421226923959355725474074937045219646734930697363936793183,86417952144953818112350428307124162436813631984369008300063902820346005110209,15914717216938122769976964868293391002567369457715870019459239336007450818572301145203979708750215228133924740517902570715107139660350012023638503257154256430725520798875703448773828103272274706117493003544454197209266141432819959251675262722221991611957426896802876791161982767130785146576082115126287481790267643396967621444427418277265948572562220808349296606561056207832876148985879822935223721134851666953127360085506055723642597973512762867888181879763368737374860962672910488823876075873915409463804494753729410647746192852189111061873753907235233086223008801819105649478581532801547808478878156156195238968157
29576001626298943467331403135718084909885320207686361455069822268753153518993483325122193773637724435755790662475391399472340470964677978239022302126681640608904023927777738154193415257335942440447317334832638371735020151886844853860375059400131345157714518939630982293313088824749371896278075741481822942435988032540913769160703603288369448213732415219831190618066681655132637554068859710688304562265511172070383777452713096866974881071227887758361565655598911908991960028893582277804104481005819524188924103948607394277976203323231204685206927017095184227088863832761023310181362691809726714873240484861623018100433,105971048556865508118752486390025096972176760058494649057745287436656447745949,9674194803109076318705446285706613620460798099746240536117470657333704270553820215679011017197345476749449699197361997838717319786039729733971282702789970265975373677491073320268984229354984094037502999359489992036838240588168671301604363543159603265650678036469858636254942560620756902145397118745139129936445793797150075855197746064222987683447429760054448730313010161625411712969290435218141022964541972871330569127392414891873046110072443025306923876871257500892986245651192426284131006739309862930869527378005095815749951007349512026618245123733756150072396505103705760248036016633152608126691304968554989137810
26856156564471371222801083239411945825464784163996145708344379298301011228868544028613850575409383493452446114594947629199708365524922274388377855849356141531350972421555497067012988700883922675694006535252070522876527822434070590081338404538669440655374920170899769466571082606235614052657974578632027257754092540805193583290513785522008887644007568717920976391229265772816910852333084534662777560501691476267861326016839098567369558692142777437843056204318288559020834632086431063581456696922722213276633079103062385424830368955830253042593725914484300892728375955245698103466941898841997130297081986889563668454721,96225822114296226910774447536025465428260093362545335772804347858055885583880,23880746600543842413509254224510647250296129765319598044007667765152259948165085013637343942303513071091115212178541423435202619628017669028817705706236070707041459286675854147332142443902311404800011197466948359039066991357127841375216732888678534388959465138246808961898077433776131799267339751847642520602739324512108023593656818000132405166439543086500992388053063857367672313988522243285001542104337203710609403480882414163289216928996817202686378031808426274865651153649592779844459275614871688370740387868251668990168166015249955917049184124444103567481092737677894191008526022180788162287087525399173497094415
28014756546813244707882558547875723728017266049289443779060841976496832577277592473609243700459451723992347787280607204653527681853911888328344381166011828622346127129365176773514398983127822656122331434799639840512989889209842223026920720356690955257548005651624662574855740189266911580399411035240487856829718941725132327796984001334843408182911003212866142658417425031059180764019262894363081935797158104089398090840670165525501642076254224928780646140899873727524965797609405937720962747803377445228905353655443023913151793501544054393750617118938909890971136799116194986908730532341405471708124940952262538977469,100377095046251981985379050447630530644819765341751121237185356358141691714034,8789456143743901660697030359602682526821820736241644391656788610398237476088629472029019366190524722167017351858591280088618221039137342911417820984194952769774144572885430454585522889323359867397422011591724976624398064689509761424959932149170925622230310123621439463333048402056766199110573745453763393408285868946175109870896824360853736675425652137802578275557634189658698989577540769378228341397643301235165540154669617042277057600231203640539858682437343531822591695826353649763127151297104095125773672127995673060357205000970469439565564176749681128259254950044410211801213642848244483357718565736727228493520
19836280258136529746219812371649919543586681828264633356568070938044922235739739511461194605192416756485978521638603681750237243796376926726098647627488756807518524926777948158473871291315023294913761133019055073464519378948667912283241700355799592977998148283918690178070847441700566308837097001267933264025495477526818633787405831105544084621899011298141747628955048733115425434479171792946904884556007496429414678719748286721066447834127530968423199714204605622044189557267929364745340926964992543535629840844660359982688108773790828809930258582432989796903229780785087231572329388017870144505851870222741698963057,71073549595474041582054769412136344354985537296227385199670276193415233351497,4976966351054723716416699894380197865337754109047252903250298420526628369872373833671927218412333558829564094881855710627033883731720888706867063165427055615889216605399430207346884384111323672166018276962354129877095338598320345835064868501221463524094532256623972381328500915122126362147532497018040816017205038961200510180898443826372198197219524709108082480019185064063463520047398973317792874954122788796909260628800758688566735269176824341395980576879575719054107424915158464798581184093576264824101554388405133549795611994170055762297792655288535684671556320940912571163622868523978952440756453195638817347303
17598969027785987614416153442941229750032976183737744973061918723678536201171743277694813811551011668003236984983682917169142666618843426681328428055146963128640514924257619904254323464555570187667081213415531020455367782855996776110322677082394636754482722447652371151739689451168599624302477816741655183299781083425115079576639252812440141596149100740819641359096657027527624321173278263600618939758245661611892393922060935185749401277028630530903082827909500484372157752999776864031940504061633087484396877565886351221754373290174607749033461667232626139074876768712416290708581861930314688363669767893306804351751,63057245700715072903911367582620334776630840488873492193319111300636921476565,16556037196028341131329330390063278823708778161279378795488357723528887227421272534325040541997131611155593896467647250869440750819192845967244670258690893291825671246127278474247274324763038298603937832490488899510473944863705585563614898032640566658961398054995600714027541870140618648976410253452937011466745317157751447128949153919923939477531011116199535399913453870473730447285958810329514540748025329781447259653995171189401980314910342733636539143881417059559460164680937009428887687383167047050930821169654771688062681689115045763267163169099813754135366297572375656630842917371799746321517198432804326742483
17009448583508656062306196344650983205723340336737532071465754868217917965066657566270329394931411878045853142760984382138004071561130205017324599652109699627587108176286641032321593456738323413732244178107932536270425872245936213335847117216823194185348483584957487282329755346723047059478553425276434897208898318325996058287622473676281593170911024846919002347575220001443839516271014304995715765913619421619533034241976682875027640677878516666187698728083565117174862425706524276365944452662730391096986774337039248146809176316670102336824374520000162928633779941584597079888670645803079146249165024404078354851469,60944989270142391419024325180089929496997367085582201694830953094717670953743,11618642812890942480659725264804365020969913256078922595732489188869539432628162408579849631093658923882850825343412424503747966932989489674491277707567202654537574624390868766091763669683264730199965615813835221361008975002490754359421692193225307128107827032044384462776720138687149271245412110851867478879438993265173606185098652291169971789885203735301557304029622397039269052723028380536790656551079347346439900905654698123711457353553154647905998767466014865316165145445347514115418098410897709423263044699597685767495212549955198002419042480221893326192142552180967030055827027382200549693854207945436388369170
30786354519051670230714706461170558334871891245020927476241784490651144364190978501363518479487046876694381151104774934917464641180502181773796048145634666646590281562148068909966564155425270834780328542505923803679196576326482962895705628698769902498124850275410427301272780793953803354098258499219303544072069965788043016634999106368586686321277195932147633494074816644301264416537958950314396136120708503022680328629217154785408857224575694298567424660687953444595922416526915328508468109611592008855765516256635302872304079520625978000025941011824217831425083982901921326815728724100217479921142714724193114265341,110307752577560148084025164430883194084491912625940292011426893572904850503411,22245667102863885077538777519403135215566248749624424285493035211747616923799074846987590283784440787101751902891921427208640388996238872898277907717804220906489873821582443903773386717970197402994269226109894682873649469180946170096551785706346226872545208099492915493073460484072698460510960303456656251947487500834466184738650161898366243177895579862192926905548573597727309947473964053457141904296859940118167488200208877583371352452909950515086242299602792483746390770622937986294972432139063364305497819985521721435537402625991646966612659625624084203723421850037334203075481399036248131462904595792007520674379
20109543927113215261422672044671619360034923202091984869065875817678940090369898884078496856883475852681705451019142991445291327212958931486463793629877186454198695971242827685093089429759868766012286753093106174665823234721847889295981717008399290958920518891731136038195307297617408397139294619269115253283695340942096565608157803017687805463526429548133830218042348365441605575725211594626078375067631772420358766748418956146158146217721084995742597780844014106915729365048835213748434409855271788278917897718019204259890919099607437387162200723983081748746545816611909012698497193811794737585357648323902994494473,72052655490173685935412075536305546202787558561120532446081820859054057001468,20024605267399134902579744188288399272336903099856756156132010087608936039613067141738163675172788594010772121568311999599591919117893996922422996392223218313593504562591119361731508618532097245259050111234273162360540241860848588909405253702053052996750079944332118607139256149848867071415614507547475538087237408026210233055136675290304204448069144774363067724180308295253164872040132217588624002620620267881573362782694512572444444042802358344253097823901645919525921033010877039533474303734214215956000062504771981208748368083306353461980840772865075681538982814216945218466543442167474347750493242004859393263961
31078135675282483525287597240937157876245827980566697546083364881330795991412190648008754385054500723917657040815662164372675040919123448434233325359232396171466841055936915538710242822596303506430283477579763898435701568828480298694867762991341286779256734146763091236892610956428755789251242758457444003361233799354770161486752876204694580299232250342951914918292397818330658012836283003584591763955889174731445204486665077791073778217855150188697382506131495942352569673563814677393651893945048540783223184925072583168632294218941946044712127657277606035308666215609545619613371118543849101225601972537766785659409,111353206776055306931942675052970030286409237640299850133956794211315025165892,7543811407614877381951954299598361556958936099860908039998124056406837262428445974902050596630503284239016799700535785479803862589272633529357789681214236618791187894165386304287809719345251246002447300922899651608618259888284192896280167957940705842722913887222788467065474975359751410526128095856264098578450449383215962978677240331421308056996150052222365895170368698580483712109722858624639585073291871557871121705176763122981417939076785758511299599035226748210195352755242089352331313697458589116936792432901626307791686278946552276966879615990464327187499959668490607336169325111724203260096773699829415858580
18697317231562753523281466293282387473810621092892371281676631664996045584817501688089865349034454171250266882525788685897625804987928644396226189196698404953322897469853391612151252322083975595021027692407531955149875157323284887585276117564182627109755712950320877642198969243377425119147925485095064627708695424159523085446586590448730667276504005311268113517413139793542496468927324633161442578515581613321734265774924557272761120135080074126711375235743012161420921182335084791484025510917120922637216056530775998890274454055750370828349011009797078886791197976696286132432561776222435388356171490326645432141633,66992636031884011715413968043335741727491438161192670181444287532812507041414,11592384829148082595089478753237978262292482949724442526571550724630248386183642128459220508376572429227320732528070780153371776368628491375936101386552661465591896516843741294629247497485580350110774927345839566776798940455505814379115641926336527897919995625656900293797547373889917064531651976781636823213411329002067649185121493836243202316189407985684319344697422654007902914359937903883797374629602700796527111862444330742204407336186755339861560840237978126505037176675407412536519928483148789133385027321294037485570125132253942583342652202169703757130677889719517476707171707659005076138682144440975168051749
32271317035718826230578754036556642707998784142899416578296201681170846376739484315012282167626419803960430062582268876346132940912108141494938012930837961115726510033227100534311765679075276725616066716366088413799558115984495035486927918125585834067105414021720690555805004636748383122561011848001047468994438763034713320237584293361075306747658920159289226610791770120435572438056708946821672452957177970439224506812116206668223911500802530942776072649923926432608315564547468591476597050109701698452033338111727779877983959026221458553814830339334917607895419191502801802874795755868223701248183151590421393436177,115628385060178534945196086616316945090470335107181787594658253381364321650828,9375592882627116076223846285693718383897716344660927590255204200653330120490797177321521447662963459569242169452115732487611558047087421608637396490849775144782280103538995886294627982002561194599113171748319748793179168086965440724094434866703825969516479787780487155501765737691672648658266654708902744990058771598968406902631673306192917273888688871299778102597433758217290057332984206135877301964751947484599845591649225595689495211360962832634551268158832928432718293772813409847548430957689004729780463443618447114763340819138182731600637287454084586267195335775610828865714113591374989090632450876004679462103
