p,g
118879795598991370564171806346309150829952530664760809823295653487341698216034027588879635927418824889635301536924805206995384542742603737369601162852515112030861475679731063769231333451208684273662844431742382144320188602090895773042846589452590368345088797399988563191284583026383204106482050359354575202847,2
99105946786309333817231380867795212363462421009200407742929059148322454768255580251906857387070711817614745158003633565399262576531296638548368542612264535002889557027124539076181298238998165411095273192469362760003201589405957455049548235011042172594158210724647899625423688782328989312266869784090607781167,2
91994678917792597353440065664866394951215636326252027209352553524514603623212100449952238498242149623878978005883245501845422725133242156571797524992031946409191205854838650421769199306336827026940284586488968171732809399936375335200645748094383202685428505035352025967099538401427418771430077412434980606167,2
99226446501865842779695795118874673123278345326721913869089129102774745081810869045046149908965544854539434646040751430664699202409548708545800180901624363655951817702687112900488486909870947809169025745069729237123428574919205995182464158064729853431555266205892489651588604763049682883868623262896711476567,2
145361069870777033220870415303973935614029797866051628355917684195832234541781381963466149154141252544240991504594695331957543679728823353586569340286325156541498503881116696965972894942695235279445650776160005943553742525768310987704545421144582639696094612842223968049625991757535398946031237566845649818723,2
145565433190565096158347697659099708599326641901448716760861822483277131036238639377854442598079275870984969809535233380187032765167552359734293789925902602058222133778006681807985250711108687292235507793620022711269581481931325212688536276434117878527860280403473953958501605202827384105320309498965607042143,2
118154695515183635800935596406727217462133054423692413933804475540545298135986165825743445671858432632803177560727688639603793196942344629761990149482412231160945641722851156764142934952729450413673107450910206538653577983979371016309023851771164413618554971496309399918069559207078427217608105456419771607223,2
133122691170596850551263475786397138524881088113084104925608932511598340812046622087615547311190844904180290888697953549378994152005567249927592595268083151950789111942132471276784878329416490965818846951057325142095813616615363834821119232538026930605357641975359678925367443135371444011964737684116310152647,2
137131139095266988767557383495352641846350249558844221459431316460482681395140856065540398137142357233879286235003561675511690893863235856714482981323976504212677840060881473908604281890611439549511317949990156978861518650103875985365664819800147953529573276615619816019350267008044862575367225159766198289347,2
166268820513246943546174187009652065996009584816914928630193165035774749745362477946985002478782675977880075452139741747204178270085305452011902806578987863475868303537218459605526637092961980219159013812627402968551243435283972255042197311482471221819267091378014192171174823388944395006119225487802970133987,2
137698925602763738281894296860906459976806852709146068272287586054710176898867064044092987616935547378625170224107686106163896941183592216777974800595132771541819732541690331453083291597323562533635917155506988347359722457326377950374085455469466592247733208531010353290013158174601701670769286421843751096207,2
153893913834264101222306160365262983441734130394611218104345269501919124319491800267845992524284943974250951200011727679535574227509210886380823577806683751256026855689907141651801115541999158889803545519906721369578793479148479611834818588580616400947492421533115586171886498193210977374696660273796297983823,2
172021262099902593103310640092032081327652307326846888986743502422306955157715680087539861515151809534360393448010559004088739159626157907924429891647829715240242664200698072887349768124541353611362619293894973078422180601634488558286366584956277969302095685549541934994242171268047451269155719822276820068527,2
158523357956340676626723086597032357985475038834106318116565258527070605348419421472465538044676264986055273417755315094083627388155531501351732377721730707504495538911952617367884968728173154712531468823404273847651222160116749745241648449243368943437444379778799699948884232290823489066712492995901385880347,2
155367297743940352597600323402220537554383077800069246159392036206947983421585561279646451457627216343750008304229482126311569234869397192733556105550289016653387701638705133400691873138263849561434487316035289469965523329730983246236717276034486239287186273196674107116192861029386618760616882785775843552583,2
105653134069730303379168866016828021224026156133956437062468356978454743407241362257724049841193830267089930121972301100272609469925734570467214185488572277110804479342770157844028761260878883346698071318579375204157164450915634236508664065315033645590919035512114553098614440338641886180317850242381051685747,2
131046464691311215384989166929594440798699213246001311650239600718582179389753303915398329505860090882293966253733558573254890627571492497784449195154243621992226739602930133359858435230717724397033063301108147424169670919804623995919093856093408197382229795505381142541340932211210415670220381460416595285943,2
128739676796321490447699810103208217775506848508436396276611940422104344207453326828219599956715624448647009977152993878184829621067248739482272951284760309501356680267624307178729487681980682944850763598188037665838075971416546586087669633713913332031805037223822847031234256077500963332441314810641509950183,2
98011192926624858920735141008368144853755032470193470197987685381878967706304909949973136176186664454803093914268924742683257367961290801946440566449588811986232118078862488599577166455196886755169202376010815251622119492950052017189773389819605987107241929203059884006844128836660409538240302678402401943867,2
157731276748793006732894948806278918789121822493887524091928351475662199587209017196666891961524371787021089176111042121844291443140711011094370084537474769019338366176187388978794840674219663822443005403026832917667302244155986895786387448111427798716467829695869977393834551653103461921169819123762762270267,2
141000936190592296682226531574261484654956222612496036285702878438213518733489985012496607723669291169277767291800305328610378407961454917035066782642145750136139633094854420662132866836792276611749272462311991217960350364394925727411878432148363863516989757448786909919561395071885502355846391089093252705083,2
146197166693171331591133585225589590623275401503386817771935071262150678851991574563000543791733302692204851143847043368583435077109041216511924759309337470939946019639339644772924651132107201453976175669740092133991162762772713606682142689106362016743277456002095449717336756016882989077702013591951421972307,2
162755221964368504789979053047507729764605845390494286057384365036155512765287673894724863550250105931955962054924830754341604028185965926170316142007432149042979568624524886106149337427005883170490921139451231185832028372620280871391686117132953982529412942775048601624258672410165074334883938772570032652143,2
118828358917719991418531326821811728070197333685077398262357118288622459944603264702287670605927439673903274015486671304781289694595012809171398634767521486930231951158310039745991124381567231647247462883449906951972702202772427671230226721267864902898586132627200970153377479156735959500999201058085497015023,2
149915095104176852600898615950656242005264372006575796879253955764374444851034138848353100938725182926961134913351970700420127200180813522900480606379255904042548899295929439088476471316499009871060464812048004076952940578724567693588035189019057910018300681358278981653190587759546812311645863509851434945823,2
167912083506720627142443399622225875998262966970605257018730906728764449198574381084308258345320107915926535340550541267918426540534181347634284112740258054026490953273600888772776607063018726838071312124818587520523852789359666791755793334697298403598565010871894324303305517112040187792449426691777092645843,2
131569606709781439250167726701357744249682992099902244900398820128969557977160696486160067992178672832295444585137356941135489117679844025476600185629355209990775298375420473614680259767936214839348077888085661219990750225886199835716772963441801832361804183006293842011342241149211415793378458710805352488403,2
160271978784838450575114793065919480491672732456655271021226108557546162210555005597238552582501934786968889817911277280745538585906908860835968452841892943016211593044091068647663120672126620828882003839633578133544224491820938954223041528899403622854868069932068547927548107445579871153072435805405541997523,2
89922949103988715770236436217287765017625024501237127477988491723882030062693683379789517053614903422101429009072379357705072650464616941454058124842259632910377027701936152928083339358372199608753584945948297425896289321297253126977202167857094855662114228794905323955007654606442115141002156644573381635567,2
151646572332596667134252522932453645513720680355025276304049498591846831799725701942446320463154973599988728594271430989567631269439975855296372593776556824931450404561367709455794273054434442428285645808954115372689225279175202284164313103564574884218356987739480413681524815764992713427096076856170344501987,2
156193527035002038218381676128805269850791542342971658754782192145793009783667430455924099220735126054585621159397566994218625385255762572604808637011223496388507292558006725374296663756730053858646966937645902479817257476960252470808468115501174848264410174843210590855430483949082584861182306599417118043887,2
124479851763633127590767279933521031463733179823997936608463685328763480801770710344993129968615150204421092320119959513043680072765741893278089857444792679934076789227939289010828013202572694150424131248624658596890426118594083526512576773526785993469755449472451567445582252441532459025822868748128487404827,2
127585276940500604856826264821118988111188865083657610405518394867743268313669547705382377142932481382565808759072541970333531833042508740422584948995488554992757575708925979665943400102837261428946585390285868341871243189224535401195468039885239775628764963079132352278427496600038002205937474107326844065603,2
133078991732531440846258374192463292006796805944652432810982316518803167911831973706423412389795320875798458766305418905434158398528172696068888135686256715024821221611047295011852107511386854569234671626654073036881346144724096890166209107188527772101062869021335006854044652303685881212323687604807488671623,2
158244913515499815602140564860376992764229283451603740596455586015941525329230391570214182849014606306075560301997656017715673273315311826934620938540468365810374342891962021228237554744299875609184686868376801082767931244238291131844161205373291640391861326588114424956778454477828202917941841081244985048287,2
117169416094070285355651653647513941061104462794876273348651763205280963646233430054890353741466774157034519793889851696613682396175383959732235903222234182705849528432081687058706260296198590575493003652547433437816938413936403209749190970279304511580024487128339913166754030512749047218034367408176613809127,2
142578714254258612233892679029680058672651445347730544460987880683348748058700006616525856655478285585971632872598729804614209246684452938397084422106272163644527090364952304748475675325332889290090616039045385604855527197338803724530376627667652931368764384336901354327278799778870003393448507382252608180947,2
94286565843311896253198996342770257504027032171699956887037449225744799518040656116483307724812293233915739856037598812917183282870499363763884418225482580966884191608807085805610300279050687415929957564748327958099941321953808266187633396452332739337479942957872545665659194609747897650658517151699137475423,2
150100377276553598422374980216814648915553324468179678821860697972945105984235721439346042569342859308046251709652655080289180964298357635072908035086727558911531872728508732419213810536914312404034799706270016669466946126254096722275458753856505440452821125993849963193250493750714494018566033751704482281163,2
165616506044031142472384224434518394694504633771767446733064439115730022963516268986284119945553538881295269167522630930898835532917580670331578735465912019080410022409993593672560791881849758437442022493092683883841313708539291431701764815203964520780205477887498425808625155351662729527198456485684156976427,2
126813834371293332498421605138582498002405682600275648237406101276491997088461743269836889621618364133422854470349913394754502295209901123959424287957844200449688733791164847764439496335489037545185469647170021921645779821936007912691566333142423588624860802993774579443054597940336512351193618133070703584123,2
103357279401639697326673322270544144566071360919972995926923565832283827585294758232434659637300006164267729117059731006786715560884283037422394163578725060859053350335154207326737372887320597406471232652587693554455097855015052404699003218685918705629144430064544933595421102780289795911184322142796108425127,2
133428607325119032572580490885052355117779386972558481210777409699244977698399806274740840549580543064667029503270053523009595632094450542523402720782222193764937459211287754423503061765483598228199281676986811961347499052266692000520024995377020633290783699002200608707571659980454829213750476929966118070607,2
133942328607558991862439445425085749078998059294424107804479396264938324737833326871782939098384577475345507066894613885348000426339637072317641791105737333256430298655726676208934647461022428578634613885314212293384587757659900384950778202370056083104336545829928676940044428231120528390572200363444699988863,2
149213674672291358507374727437010950063872525704216630710506066408224093480945765696087819356910128207559621926162030270808151470952447039420539601639890946806561200320911285862157018626335516029476424291186585056995637832990606456190515970147593826974570348068988503339972386793642666769552238006505504011383,2
117287155167973275279350142359732543510582568193348434675681362417539123505468753868347800501376470872629766257591299454823488562901376627051100732441360430069984653350434135410662055054612876565493674828656382981805207561020789862496630467847790535450491430138899883148766337228861199674057399245310185206547,2
176595217551276701436263065045419102088352934879900861156164889523340388890294984579464981196106278889653815595755252316024561293881526034321775064473868502853110539471719599258306458582080701747049829345521748016581159446283022991323905925739990396021166962863216246957836880993193180746341680602814314805463,2
136084247578545485579163674261006798244643787139006734122069123547239371512365974468084739302637979890224265250840704800391040459754001472386948993991142190262515512300392169168730353662652799246755422768005119569501303403472352965399152616068209014296198640998291672731673648771704900781043094308242089921827,2
107473467706998313544432983299524884365510166356552996407741841350025611952205483629237892638013930854740950581300840463632080127238254091193162736598469720975652482281861035305939419192350583774891041122710837330913964917397584204993636668671022666719758562650920180036164357254852824061726138949518760441583,2
94528214989528658069347934310210271054437497476848105689030478342627408212155075669685732381978717715749077989941183848540480382324455123563922431818144852453484686732440770346680902544536309486271755096124503998691843914170977385212928008117902012374324206435192589084417967620737260769933821145950419463063,2
117827133417686307832407411378060315308990766208710806854270979560588864275220199059959460519670078985715241866916858392795551648002962924911718516209430238247867024055702073924431185654528609168248331027351724564354592831156493208718293743138861782629680814290973216167955485246335207448716681098908310915927,2
122813486882063213046778284713440972398695518061632314856268243436709273200820991903979166153255083640521166237462316279167742619084849700828342370109091290737555798283062792786614235171901294438326111517801747057063021680279155811284293361400817609826279620516335047227662552383847762595836509633524891099943,2
116688625057776346299363364981169969595715941848936530115352838619798281202270443648454484418746079583565675631946409146665746543657019621642665305272154610592275126260582742214306072191648439603136120562290820531331150108436382865175790183311566016131735327869311868583735213351782943367034041353386141978883,2
134841738020213698874816757001314403146081041703811920623386231788457433268755084030114887900534019582780212709116071973300149525104622629343411608856600934239795552799523838641529827896915619710033101579955680353557979387038500538055738870511384196444832967900523981450490821284561882304674141423669598660483,2
130992786701743756665483893957546699783069583711968143405730013027070703573798430347851620104283640980423028783645800912680253949805836667367116113064785200442546909128325523142757992739403651810057212141860934736801665730251855271984158788355090118258986394133214247193179972331872715024695546578849012019347,2
109903944229369036827674116574376500901833436213578038125267985919591744795535622342405059695041946251261491458563241375798890067430617183122400648109892180618677024444231591366736075567502671706588394715741098521958943192072391678304484752648962823534124864878496210485932812720214961932548196746290361096063,2
114051786748992009381750650895109227072944054756948636414799748386580458869102633951538943035018582178004877925166531485076480378694504886381468265720062039987235860246851344113921588727453007185991192507234187215596667263321817437592173016323475596222544221616707302041239085117770679744558103923694612704787,2
117617390892125991809254966773369403364269150478525538386934602556428988806472670512076261736991238398232270230889741461852087800426447088161886415594588453184910005720925766866033002225027441592684058967215733107735653346561182087579263977757887729345717542134096192950990338857133378813358464433076197158103,2
97282972363356808425777260561239393874567792596110776315338007366698807696298009994011494236911941428698792394286281819429521414987189762319326522207069973971005294571148848389366871478272700021142918002522628096356399181258508842244977074760843076262849678905533823751844419803463105681060385269594509293423,2
151607421900389227410132897018805865318607359956883328880814076060414493188955353568744825952075613504703222856700408021441294729969820109667027541885411774327830528054567631341051724905544347908645153658429353394635733389246638814687879364122246058776829211018444993947153399461680535666396979888321740407027,2
135521663943269261468967664850096106784712734337884126691131491478880925560865625706767460664713457641558236735393570226453811917829812237395551678511203607219721761474277334566621043657820417401341061892963599931154001727966325158762172497883538062747562470819480903188004818656848607564307456912470746801323,2
140211940534739892394158147264181360947934585583869222137305653367664827355292338563230885527010642660327056440198433259045611259641792892889077905722929590326823300919714073988150845025620930934425439511854455059168777766679749496614892088269760281627912609033284333864953686842912379290323717252263298342807,2
99604897659739493667273517918643959723217976127789821105712242562575683357540409951991184499022902690089002121947847067352190662483206494377645042854004583375643394075934330850695744272016158098465898073466656285237314014865898232034506205951676337119453849329616620644769109076268442088252288956449726950007,2
136787086310614067091614495656868944945735911526427324021150976731150324384498611868214681448880232493545463984281379419590572826538796036806634904826058861981762444102073495584989237311060063429558140873024127524876112003213373529471026606225282393764820835639052295130638583047138550038278769614751822078283,2
145331114209597422086316895643735448785447197608522609852709447897715052993139153988163306219186809359507163104203356037165971832693333917880608983040094297440165568404595368972597782046519967489950020414346222086500995957998263748201450332984873593976106738156264503047017732965857274379193481010022781846967,2
111932234454054204102046912227982579775228362034705574526555420217835153391386595559648037084514061814380314704663298130835606427730217196754463193645820026422112846422531883849509984444151346326371843006269370124157143132220370460289890653094538407704266116584017066582449761529663903024899707262571849357927,2
166840207828366730028632466127680869552065107602208500178747833611979676436260754636257794539555835871358996394841186919728459885494648504625242013908247214555086679545389365278118572016024444022325998994604602473472117215657086882644257244567620431909707019645431354241164616988136486660982356462263003506807,2
94743468015090596680114860260733818603651340515972908667382042767818446274910242604917408712199888176308680215992280771978195948250748382736233539404285801880358000694690011599564833458480270490595260650865241522555626807079934337422982008959641356760832270791633125970577302799776135377003601208903968032167,2
100391134600683833271377236606635380608650272785982664051114459073891611948959679467261177018583653405148941136877765144885474742880538515342604240244820204044929427202478980760756158940034825804136008063576882253365105408088876437497917653353151529704205866697399098590884622506268680621378633433336094088847,2
146890725201420913783022118093255318750590841613900930914691300432389400961214658831809752864774537911249475241365574298838563999326713414507951077501031623961912753040663584630581643201997117394961547643658867158500383374061407120350226031642690146079892421879099494295558447924851933156166134898811464520323,2
135182077127772108895544665373381992411764626772701474866909788942674727678442637114407325067307268969535435357106455766359636595946969137610403552572617916131300964744932552481129740982424279144149252276401912150048660912053113823192345443619593990210282111305811943626905226147383613833007325678733706151463,2
96081167121991674811761143329655999957881467600740853661332961439429127655474053532028549387982282003135045861804333380609436301887948198091223283136787342796552701041325536644485798069148129386006209365087364489682997941343840209401972633951902284720977817711762077927525769437483686876946812355389105111043,2
103436066043229792294377800788554009500043025155919743102115204801522174749240041361601194799183969384859316496134685246341684228773673298359576302806958169007972509359527615216912268329034885065981098982496298613021297991572128841156425110460069830535390240622524895571831420907097596040046937849372048484087,2
97449988897853569503355827835891517494494821486911684899387285823193201408059036461602404933823894949145516707205449279942536942305619525948158734511461033105230982916852356257662487579535744107009516367350784166140174463296286577267326386820540751761017472340808729540294338790697317544285230279887623178323,2
132400328843465006800722468313406909090158450093482586249563809463961361152902677635518212828515649280566901957065612576908694366568380465085990693326059352000222462098441083568045987583335660594715385891791681449722772900479382837965517089960628103333354696626789177748679954407041965124231253476101225008647,2
118545221199669607665011533144445824794842849917874165782789548970935859590875929459568745615618786573276739464502691758927024569367205879113880522827019396904670806836514329877436734116758274088104536983781218651881999409648838010282457397552037343125832334936185723248443383989704591461760917730119488429323,2
132692535335118727819824686394244753209517302170177941221999217188273508207008239299107960786626781252008012603894964074812390921383056019520705434575566842071885224355337788980684131273239607628512576677656945225723294487434976748672246073966089080454610739567553543585240248376695944834956194634981352978327,2
92691444669460212725261807742484292338141657747988078176078484516485983734885447868237030672299667711787057487917792382461742939483131142090518606119026286202927328397925207944241335033957404736811226064677627364477426262290933032958932616153222762724614128385533223694125552851322418893290784155281680792523,2
116692306447930936445128085356458896440710488676917024269087687583729184039313490356422841747716597870048511527517057440546717246118894453944890227381131264792417084307887660429017256709800035177373077132347993183283924187544530143932187229199973348123446451404558678057708833679492144367772349805627310253207,2
179408436826863276629749061270180366181751045728474912458005152369469899640429610103940843103626066069091316134991312485543327023936458595310573690093192236874226373021983419386057508103039271980511755661656980221220082912383637071090115627326883997510116948780501879956157454398020207052183401624447545383823,2
122783289626606369900699038886343981237674742156330800491319512947677265202440779217675175761292089614129118646712862997315780890338614360886515911578228379183740224509773124899240931314727151876112112172333763790180709967669985163416532069136248077524115854992004707141276083033761511424289976564845076345943,2
107471430377018602268262935847944790513197328338638760665307491538321430814613206625532059055794737347648544096228473270708387113011934965028856125596955235261862178360688419360842928044618298226367107048069953760548830575330302933338604349848426290339865871440715871619107996049638399693461705074910780014467,2
178293790387626969047815129915392344868866673755871445335064249553291433625243269604596047135244194770093411166253343135380824941097199410949139385744364001659641128611974853641351960293173938021495420139641151524611495177880826328110083707115743507020797870921600759448385423516326717113185276467186377022163,2
164693851740407151869575959680750881290790115224677823865385800227585901281072844986501050524944417979982098509170205765991555102946987006180924615395957923433093478536137983981929263120123646142866236365692993374554599599118232609177959538520498926301391586341771717644444412121754178345564850024828815772607,2
146412351463155877563494486527033631179974373593020773661142770282241070679477234861384689812749462699876345801543203096633104572821401463693716299448055769237954490098840205596959803078592555455058765036765262532598889031133971956108727313420897617941739709368391072023373405886681788954561074312415439900143,2
98893574902613134782783468117104029157084870513455161444394347274473947102840618599200749616128446100557291692491182170371059041304653141218701547192897390260123464963905625094862684124759527178366874640116470195713359391861383327734042264859715410661638068332064833770020559009561067118570509438543233244563,2
147233111068789168541406558849150077163429556910451550298639737115821910385154132999271627245007739055766709768075717519686621915997189371784444369910856919447685909695540880992066264534350039827358300940833284572969314144501490155005078612085577021361700140575580342883260870235788975871773923576851548928863,2
129173498955364769906788559711981022238702019969529150124035367515506537168091520908274182984259002380365147406172790193651269721052463979098604182022971259140459418397330280658374589153145875245424420778885682767598969827416118770369071897632717435873842537261705544019298680544846885982608158420100211597007,2
118393718830508588296222155703154686136876489396453765704823410178811818598383694650030425136439476834679074636408729698003252364143079611066094142978429867748946350835787132494113839366201464818171798732688463678956931631881436140728181236953818191818835896044573657990851266265083771021024132631209446274243,2
159965343632491812883921871099219662944193332660433272907984071904783320047540395002365678369048318443590928398733667821174770764354281592650312713247511261452331094966688841941030608018363257971361685757114925833910626487871176822307840681008683938048058250256121402466487702404016980920796915308287624368167,2
91921324926278322877879550101864148624435113259496673376520371625668469937356707031395258582703357649029791062459011057567533281157838925556314951621127611700352740395801890028528154459806564730467057652625397716247053742221245655342475438971152185049872505498218717512686151763242706499196877203713388078427,2
125548174933499181070356914503687643015843722447707431409372674721457939184676639951258308807340334589489781344153984807185001603360773337021628186049797191321729115432390564924752483680380916673612009402209135301996976829728138084740457232942376205855648838258490673939347883458947248295709762363850926544367,2
95966179933338207713173218772217253793361054904119822423447320819141284157933338909009009182997440487898097393403450594399945558174282429536374610795207223574195216643877366192487572718587272039453465173354165442171572261908479137100043171827734051654833303731980619074042636357376649948482115200667019577203,2
128978062267418354808386408267454375216140975922877571554030272570804792632184624244509467378256749485456387035789819468179720970707089359798444866772536310951529007077925432576100478479209482374920896023723360082192090693460448171070785238106353368076277632086435725899996079526765394635743592802241867180983,2
116047154304677578451780072202483766754754353549972720241665208375717981204261940678312914333034193246657556687705078488637878412539675799602531717896203896013073073674182236835877333252748652528924944797916885046723318919897057338291782017907836626913734443560932764118946489671999782262381747496732141486987,2
153962503138707729189884547263604208132140148248332473355220514461869950188723889140516871996366492192008289186554494527371656614322142694715354176579126571508905874848346864878954538627284620162325000732630213349360825618977593213804707140491269160146952400931302779745834071668429257866516770249736274974687,2
111149052668002521958483810371710895435708609829286205641318423064961599133678887637321628739882563118697854440422614563376540159577158140649517109213961622110297349240181226197621667802288201123238508378483296124012413231907208520019223778127375267217590020718159737921617833857814030778946720388483317279803,2
178724028343201269988581543709471102342682851598096734187314874077225927138389540944058271760563424127896880370112543582800290183039690915093184182961476716016642510507821953458208465569086191956640279003991269129107974859882368305771681126455405970016193867917300850474319038644997604526145953443397667428983,2
176798184416383804441516399987350598744919379931603933993422652868994031689029453149815734367996616124325698732954705922114060743239470961977444074581297446949948231019545156887403417576136030423037463839548250783767994131064923631262681376395173436088323311791226801810248156757437240960762351183758917918223,2
160036810651926965916330122425920087739576302003502469265620241493474812156984890871798562097309225657431899648589573758625708382313709414146064450541338490376322670977441315497443162104735308466358990656374329634759023345355643469408591039495309364003414135860495329283298028934941573245130985880830189171287,2
127791737891070185753338051630717742200087284152539266268213220170373094473469264765850125667839963458560908934871382326529234593652223244401947537924901275937164397762414509658916252677985673908151927735552341899144783587332695138789035469518227022440929204086565089132596195272700887879721816942588596300087,2
134898522599439314729374435325253379781293420749682432960539571497058174542857129134448619406379774209399736032256716895620887878569795678233096741744464593556797045910036360011495698418607549330665890237781656974734499604164967950126563858142183114583631953313501933560592638624173062197518548292061901135783,2
162513556168101206107760235111009141324513175162645395078587080066351956610550007495932426457708679681703574603829708732870079120877475654111244114556438451480985744580807062136996411634678829807465860291362537782920856635876119593410303187600088806398609783505626759555105064171723723022414915318292992574723,2
124101866171312678247896514544510320920622383325290340613656324325409856023868816452665294572617801692384666924702099279360560938559042987990723523643267361365400736154167846452513542717572813499258357963622053148965541450857553247730198818335492262747175842909920875137967101799582722366644297532784730683287,2
159399120259361704524379958440903727843832826472899411105258756500548988551418362288540752248927370247690605539453836098589474901975821997699571964075289749322210448910309770546951703105176189824884730334286620643053405172827622678507382140444869795017957000063106185173340987131113033204996257188774977621123,2
117632212564934909350038371151554530994540164854782242045573111664071495037338607450013976869075371509937547277838414060161649090245215765031120814476226548492253674015827877535419666595406614287492795051253347984792605816243049600131925466908650552264969980253185165690128575321305683268497236306473026402903,2
158483781438459329822425345141348530628898398230474844774095141269751915090839908289641792171044733661189172129222297508312620469843021098118584957568756236345983162655155642102671090774800511495117616342162431944030518133943673359726173868991692531016972916099231339086574088999186406558441490647901709518907,2
161824988604395333204964519839673163615071274192258188541776124125750391563901290235112634852389411706441406163882949934092774007497750460346218300425986133313020588325530055929508574189687270701348043136233485616180160461408432284724760955192802462775793179693104942240583618094451021754588903828051440740867,2
159554321506005185143500281578727792587765431444413877602702762481988215888260557785013269758616848534017322140556035299924462664297904785812061171837064762258624587580090819470626438739522165211137596713060241191269277466140340288331488228581379088081406723249550717795555827896400945966677311706265748217783,2
112958919736587784658798699648096165970461422161265152444625779008837549346617163892644153708405947767748135887610447002573369811216856288982781045639477603102720718792333902470009920669857589466378856686217244021419393791359400684542067410921956461656786170139359839141072592417669770924937435426508467825227,2
152298924841771655822823045420142242472429641162677324647762143353868784115213118791557380696304553053006396772309745830036892039632993355679984081505618273087563874403297230540295663789491818408233127437134672261073007545226760227746032034496567296747508657701763030980953737031857227009402626509120139203123,2
146397659955330546486836780452357589922819121308929416247845471834343854168373798860522499549486984944630712135100262064688592877394254217417959960464799964861439145068378641220737419393843596157755205096695086296317445311849965330624165704763600552106767393447701478500614297225777858172426632132235657319127,2
150702803287547309736147146341556893800516873703155636953539652464076631024104338066814491649866950888436316735269703024205673198334199302957384926555801094109502826122517452577173343764795451987007743633268096978183103542171850331957232976079267570490791016001030454052686046617498133903858611328758223785923,2
121101551396705423859741260778488466465394415010556551580432612610244121937319927839694697129879947427332558693160870564166629139142522279589400601370113486800193213104284484128170202359152896312874705809087187563629949094018489340477121524597706304878409889305070513278844441152381280498214959420752602223143,2
97269203068838809713226088116203923466744752025316875458107936564486391640528554464417308032754346075804458344080205346704184922497951136820169292304956894652046079152832630488857466225047900951152405548258459360467198227811422647684566919668914680776413355471612027923604975238871748055840535009765908961783,2
170483507713769159961343287670867964857310622329961183459201407078849711885980463283705233898814233850885009772442455459523982976392337433622253493433971569919521141326153382921499227498694488022842040735773760990948608499732955521190189814137511369284807573785126017418665845152962867972356803635554280706787,2
100829050864207829841415850222951024704149549806418531122374605600340868445243159897209074354981759364923573025268265438098074074099970375817994184280066785835310839593530323630324499362518922669307643648606000862426283976277784021059923425827808063974973143981775418212956560018756905479318916936175235406807,2
99606916651886085194574465183929025867095316270512568091597528871808551053702747780476511160285344600630874383418431714735068619803309794677469391278979197938015725279881385058183216520364258703585440100046969580561248724276617079003719584091126472032021230635954396111819135790547375801349471637437754639003,2
91145679485246452616680113260052342524423233190823224807349869691196320385877932670860451853793476987697059083048400041398348981336505517402354159115522262264860207136986814588515550851336833760600305932257270903351446685507648337227210077859023839213173374950206747323840761375852712868812983326232378513947,2
110135430426405231079635641417252675893402568212873893439255028409958736390277849647205792123963468970405752340967642121237111581460341473194092809846740652341834446059181553781933989433243428053376217326421938763631588217720314861219291579086763022046496431316563244421682292276077581793265825542790031035023,2
110826242310267225424016202668130739071045340018292368232012979269486916053133654962180445915961321869012433464645411837978655156035645139275792968337871633579945569466983142692706114972643163636339999602541320239673897267258154522388067959509498830757889692012010515454518777889198155500997951366486068195683,2
116990272411352229983512387054861253773988169256620663912683122276013592740600816593066731970188269345182408812541582914337597384708848219239487037632951819053596534521210575744183981825403979432122026930020356345453183690257921882437791645433767612290251093002141988601886409373721408229942416325028429073403,2
125851189896537291923471571384983636108391013623927254217052905686560905249402628318978559115691719912279756709919503981565003703923123705995726279537375496907542328917960078378234169909495641838969172918950297907884856273782690511561116116688293250019061625530162749845934498257746068205055544378068946577647,2
125062116991950042185131172922402865558102405088789227963594698589621913498738191982533791532786088444231825055195907077000172779538759106037856072623924463585960598653650581539306445058420981356930832948317307396938236810919559168257969602608507485678493263906553759419991374154246835751978047423476801737647,2
104551063691314097914970749191557070622863965427050579809971799457297573844326068838625820763300377622743657698647292190254282375512671926363088415714086489370729369039828673766329973161714964632968316820021923541294618580613781800961145040067758565914199986718679878824015102737452490254493236020242882195203,2
113445858061182765094262414064780876261249421500167509545810957552518540192745297223995668602122307454480741755336575230797387720634308177946067473278450768698239665502648743810646673715027579095251331965828764662782606637224176943676938165111636312322563121329947489206759929385031867619260542499611502542703,2
133551419700114631090870325194652550098105278799757756213307677824503999398783174372015225203922041080334472000889987427155822385801036029790285639718557213329405616239284519382068291681719252487890101751515968508863515637207591282141371964611632184383929690109732122859193168343267841862926679794217790978367,2
128862358469031720124349868233013420679157757859969100850514401288477323719781760695132788538962061017348398396104168194908091517232741485802430351825949794756746585296944143023500677542619470376082387596491702013369304371495244212408036175847362928180816720865783723830535162437286938334279489542348011502887,2
92728953552462124873158003330468965242473951419501728264062308349389975261061788397242881863964723621520640002703686571317466714578706476081425333880775015465599997695089445842331337376466666191956858705135180836093406204657731421301034633499803411832386149789350456423396215253045307544911950236514021777463,2
166680297824403229890356539479169790536605897383102590422598281195341891095848058272813313414349234728242969290385707957087894403039135239052007458571740419165860095087242784406903825777395246505571734137953293242328096151699506888952773572470261411052375883874992776394155317456605618056127666476282956032063,2
135388066547057017583902786493789279838523135208262804819834583194112538920790903646645592014154587025681607120335817086042909378411086943228682168578901574237717154300984115798103034087877538879000434326052610699548520803811826607316788547877305318487341406943885609553707901373903429321344288110121580180123,2
104444961946643512857927627879763663172710729359196138508781409175674999877054446672470126360337626420747998140073959290255225864333497846232031014327770364717735257053941583282921714856844741910913945559286729755188291060598765233430306853307047210852407271813605645851275199521089856823215639690456726086523,2
