p,g
19991698760700327343394863746596368849698098874891646512300208004613923470531638727954563345597120160265659693068691660591996640601657652873230607482184235368596704012938700470755004965003383833967489221926818364419898601528602754270183692472884439278108238217950496887292230047297225884664209704983631595222844695639871846547385211455257179930819675775759088663844225222749424082091729543057378425415969207387178263912424097112879230633893031197739435886493100253481010818024326290614521288190331339176586504895313103858588738749581252965253644138921226402700884313339810024606719007702096805855318466577387915096275,2
30159626108048236316985134957564331477608053488380393090361687290951918564346362669151961699771650119393351080414381415407396388165476196091232543570475002113807300500953389130633974856074096416350388478060581964568395860757141643001577016769228079896088851966022419276954485633094453478233135998368545654474301119859368515746198793389714218208576468492444431175529382557434304720293667786134669963992697187954170953683473927016501426130445814602979718026313760355337820760024680526651150022596329381976224359272491725732821093564633992120216669360676952890339372575079211169615931428914939229322711992604522853399637,5
25326008331464926162576553414297425719156764050306019518698951569297217271734975766679413286185194517803116577693639139474472128933667065325772850371516040093860297043491737887318696289583527503773699609872684712979528400415726422501481050109153896885744372945643098628961900950540042942200656989452922540103187981315565479906988931854966961437761402830200040995920204618258808533263873642016989764304187868630507224243641867720598359541146102607228136254977889278747420344889093066738444676178588078109780170475955090071193883464624531531755691052950988887833585877464850312695842169330220515063945029062047539074867,2
