p,g
172073662522639949019309185678354744965612165044885992116482744676956106628419961806371757743023257392727753004211440720388597856261801944199344147671694083504808212369804820760395144251048682806347162126203344246769601687943501279396580933086961403391501016853311249945408008958510079823822908199913856055363,2
160560148886342991425923873411149338388340982467310376342686100943830084054515606867834998271883842839857283256021328427509851786080950254561752410043460970805414798457182205274929827176277273241937401238007780146146789810569158219703319436058085498977001875076231372613338816116764764930479940729028142776563,5
