p,g
143597814694499270571497080965602169266118541166151253124576140793926591735196233016911803012112852903755933505142031240455880672373225962872975503781522546867075476171572115634486073274591533041772720223896596399851521857474353974064743244206863299054589604650815428362597577479696167731257455207564239988101,2
150253335997356974440887768781913377004920037212997081366110236315322958286638527281333024509813727612895004829751167224842187765089990877036608857340866464928522518108455733977787077818985797055513357521871851240769530741315203649127450682154780272895400714217918467435677122761987629186632351387975362678701,5
159731657660546872988074743459551670460594676526803742904948555083859007765611540727198315683625471159177021097635042024652616423803906157249387062187358585718160121359253744084818096137178753996373200661673284292874312569274116864567668522735160292579995636277147191505160630254366105030395154273875054057764,2
