p,g
22199543265290489234711490661442708155984843633161747291923781771885479015801075848543930738722858495658953873870418049553135258331528792658963122221370639035070026827173815711785957487278293551898743925331280968028856293247394755564707012034044391186268912732655854242434833560504447135738289116240331700385496677312325131176716813971092791983648343603645359849825217104970795727151405960420419402342669078482457861457117749667397610238541747222004174614049655833670700415076486055413568930630507844920460564675753397531310643885826945792370544761055974319607186843259011957920734228471884437055640218129260862636747,2
22126125472799303670662540047224528679013192860283997190982267535358324141284395775142461736616421507126868539184808904608991745175477667135853231593852980274180576869104569103812454182543995177571726420886634202244765051279436016166959733816384207231063758573916411443926338349585956297239462256787614830353261556857082374488858330301733112943802694038415723114979723900471884352369763111487181096213653328196671497373415625936779175944991355947462534754726301082949520900980818600344612262195452294766741705536309388555700819099831575679648397601330758956635860767943609359781995710965346428209972649865693846099747,2
29412792213212253245759939143689398408293900656266679833156923208983036234708232693866793000132818629357902033596878072867192357956809952157299304180855927745909584372675589108573698687622988258698547528151970273843260922177962722029741580951675140552678104080001311223984800606682019384042823639273464648315978130350921130126001280908094239342580686873036738528716881852976167415611678216502297666239996828054342327793999978270701948519906550148971254602400887821874565784230688714097570364091110582310086656203352190092178058024865376341850442295743196123573775437248428814860749643010565536642994914630675615205247,2
