id,pp,p1,p2,p3,baseBound,k2,k3
10,129179986574848584199261936595037101336792989625782164322133309072236773567867148001562346028991819715232294694813399134981018474906284253197009218207383454991417087098265790135969846115119751325028604395519350018477781337966687282277573418843760978492112611394571401737870895558408483573857595627747383441727,124019685073735335640679580176484294832560348906116006816327835853050068964706909923836971675411818223,29888744102770215889403778822532715054647044086373957642735008440585066620494365291644710173774248191503,34849531505719629315030962029592086847949458042618597915388121874707069379082641688598189040790720920383,52,241,281
11,105988659209669977201698509684818793793828483243848568009450824956512324282436488682540110977442772483262634290245311604274202661372098476115157253890600262244995985469003418824546370538865983880198271936873375030617587122584626806308137041342325319722715289874217621414506902759303677607648082680544916953607,116103508897303006437825498597837190503947033596602780145653842712048243118178633918619172202638409863,27980945644250024551515945162078762911451235096781270015102576093603626591481050774387220500835856776743,32625086000142144809028965105992250531609116440645381220928729802085556316208196131131987388941393171223,52,241,281
12,98165641785101677628860446467517631599908600398592437824049672516730644059072654517624767072384264317834347532815711860901948949539909449989471788271550581084689855350665835194109885428620820595656578922342212593438502842642189842123119791305467488484790856206621154002951347928548148178651485907232524145027,113173665610684001822993828085760767016910969447884238966133329062682602915486025499614443935424330123,27274853412174844439341512568668344851075543636940101590838132304106507302632132145407080988437263559403,31801800036602204512261265692098775531751982414855471149483465466613811419251573165391658745854236764283,52,241,281
13,120459903369524661862626722873292220994428665994383168952207475585650890445197873989061016071445028863957585078163212550597616923540324117275494127634076743341445459863697212420053147773604474962037604917710795258334789328304188353841987448768589744025642638373815502288745651011824520166458585852097245482163,121163845723098549810880596751295496439169354687227292815077091044664276615216454200878294731540176027,29200486819266750504422223817062214641839814479621777568433578941764090664267165462411669030301182422267,34047040648190692496857447687114034499406588667110869281036662583550661728875823630446800819562789463307,52,241,281
14,134547154338100317817036843767756138557281330241967194233159982941116517424634600178158937688572079862605393913977021412028499602770130920421534154417537950979039432297525740205583491571940236525311223270420495551858327891300971673305162645610336503749188474552026588613462108571497588451188857350500036147707,125714021142361705171408058055458890439685539496504264256542798490432820247642698356255372288543458163,30297079095309170946309341991365592595964215018657527685826814436194309679681890303857544721538973417043,35325639941003639153165664313583948213551636598517698256088526375811622489587598238107759613080711743523,52,241,281
15,107004274832724889234131575925726167464900938538165833411804330677586610222269317287335097035927055731950593780839153618458078532483854797659533931569604595219333216891315019996297322157245743889034890563879466853225727276382471582752776156788295295070734888531317278748674109499871047373043524824759463112327,116473177040163274554215726723481511127081771875118768162400627133232375963947046157394691566277654023,28070035666679349167565990140359044181626707021903623127138551139109002607311238123932120667472914619303,32728962748285880149734619209298304626709977896908373853634576224438297645869119970227908330124020780183,52,241,281
16,109825642493031432096367899014089675822197934036062256160398474476569687762749704452607310094885326764696378137090527425339598427685917200471331998778261621081023636064774152580024658672092618019935891224808824369769131576339499314285973639114035771706637889447060314545534532640398837167638962400758365133043,117487987154324085126433735306961036893285143303343423559967072832029844710768569589118711017240850267,28314604904192104515470530208977609891281719536105765077952064552519192575295225270977609355155044914107,33014124390365067920527879621256051367013125268239502020350747465800386363725968054542357795844678924747,52,241,281
17,118487782761278282435527817123213865249631092910553083418239743489666922252488839978420484316703744608132632778305081369106318337835540722692377303421670837575550776322394409293776702891809445864990398651080569916734456351676661956027453792710147660825647169761957878802469719692770442110215884752281881827347,120498989070657476444662659795226689309940417844424429804141847166622311960113260579702035706327242683,29040256366028451823163701010649632123695640700506287582798185167155977182387295799708190605224865486363,33860215928854750880950207402458699696093257414283264774963859053820869660791826222896272033477955193643,52,241,281
18,109488136783983881965784561514280579817869810782678696131714100965649053394370875658398135675332526236792077413822846170336769887155606280921602467195474709994261006451363538104109226407024063822207476500947372301073648113676030845772709259493833617126370670481577244833020814889987593982602419640616088946803,117367512693968162309248955060032859123299262509160647238844725453641483577964133495070482612139753947,28285570559246327116528998169467919048715122264707715984561578834327597542289356172311986309525680700987,32980271067005053608898956371869233413647092765074141874115367852473256885407921512114805614011270858827,52,241,281
19,132523773273670393068329210323704487804313368882539839889930071891784560838218254494369852562793529567244737033999623657975282791477927079154084726117091703440657468223694927498391091435996100424101174939965384877354629558475940395236801950005096404767101513585166385649477501312147880354005608786404922719327,125080654029132936919316861173724935342523084056050088808083856403287294692077896589032071341651155023,30144437621021037797555363542867709417548063257508071402748209393192238020790773077956729193337928360303,35147663782186355274328037989816706831248986619750074955071563649323729808473888941518012047003974561183,52,241,281
20,115319659073499409675632612243117469626996047625174865243798333049374937743978042124319552096220324498108031031932271088721351921305015880953545084088211468605168647640276303726655531290052812836704215844687635301051854023971224133156025585507356159767575143705532008115948612699959664129280533565528531019767,119415305977844262757308408218578880348525517804501899408579539793360120924774489722615498874742701143,28779088740660467324511326380677510163994649790884957757467669090199789142870652023150335228812990975223,33555700979774237834803662709420665377935670503065033733810850681934193979861631612054955183802699020903,52,241,281
21,135167411364851733716544058732662189874141956200530104621912414203702063342998202646810374598426197841863928305843469201248677494669792311200477791885668986171439236195117626992118067358785412180891248123529100880623508703445421366802291675453238938852481770912138123580900759443049673033518743865473344088683,125906903929397364744606990921982535537469103148157109934932122108251813670826517582523538015020760387,30343563846984764903450284812197791064530053858705863494318641428088687094669190737388172661620003253027,35379840004160659493234564449077092486028817984632147891715926312418759641502251440689114182220833668467,52,241,281
22,91019210750908513190976065877337212762455467176159136874089524605248561522525311568182187211363857141118082169903197565356913804025883838244415195530183396495865074038253291380499617058103753690444788465716104970746391746519626698012684048894143521612906361648704269434635229829647070375491199213931254885183,110357850850586010679863618018428062633695477774622786265824436681418753122615006873126799256259099887,26596242054991228573847131942441163094720610143684091490063689240221919502550216656423558620758443072527,31010556089014669001041676663178285600068429254669002940696666707478669627454816931348630591008807067967,52,241,281
23,177802385956727282413545159801290353098219732134602044462219407971830304902855166790513280520521224918597484580559990915263666150273606889278465325149098822085481735474559857040137458260225974650979384368837146714958616430540430903763450859998056809884437373787225486717627789414658669407008681315096677638883,137955199638165263100144132895227706786615999227598659001149020343901299477791285266727916718088290987,33247203112797828407134736027749877335574455813851276819276913902880213174147699749281427929059278127627,38765411098324438931140501343558985607039095782955223179322874716636265153259351159950544597782809767067,52,241,281
24,143632345720622836496754343347540175673880199895885448480545924504740611175238742796942862837837760150450527198446332107507629434148541093859571210986094233068794384677692914072668989326750543601229585531355930408360921989176990338504929509391355081287158566365097665862551231169868360841881422360776720484603,128482199747478330213437772961986795135983848763367571881101346073190984130778765039730259342776543347,30964210139142277581438503283838817627772107551971584823345424403639027175517682374574992501609146946387,36103498129041410789976014202318289433211461502506287698589478246566666540748832976164202875320208680227,52,241,281
25,136120099629346125549801363318564615894459469667676912501174765370307748047573920348582454342791082294414380052980012171727392784137817204262352345396191206032050310823349182049237905198984126065823913627094089734901342051265257699137504863841618147315994643278368122652797438866491938371877469222269947253387,126202017758773464535734006208089011574447674170569485884964741900214522002903936047578345599320880803,30414686279864404953111895496149451789441889475107246098276502797951699802699848587466381289436332273283,35462766990215343534541255744473012252419796441930025533675092473960280682816006029369515113409167505363,52,241,281
26,145496066613615741166019128579699936684943836750336999969017045124491786073181635445799463267735751128639947463193908106968367782246077058075379530965092184110602672847193410162983663330813315694140146384046979772969832541699785263276842540579572636598351541227705459704633595225095810428772169149990395191743,129035526060054579616756568368935390845297987470366089294266700128956698158706383909672796650257248367,31097561780473153687638332976913429193716814980358227519918274731078564256248238522231143992711996856207,36258982822875336872308595711670844827528734479172871091688942736236832182596493878618055858722286790847,52,241,281
27,122912073565464632198971228963505240726942866468264776049923671942626429428949763091643186830473532672264512215450784278625710573142163148779144574724192257813957299263609702005249652203342049653032718069477775302245301547558745717323636375626005482730086974593006773680108995636392524231759077526896641194543,121980495817253423487502414903221957086928629861105249419043241152874920304068485671461611438380824767,29397299491958075060488081991676491657949799796526365109989421117842855793280505046822248356649778768607,34276519324648211999988178587805369941426944990970575086751150763957852605443244473680712814185011759247,52,241,281
28,128214018135131056786463754744488949127745036260446048178149486268745679924754523672259021020960054635428981334446111197584395522545291337673455909697328626251217762852690671608416636245034052898716584522963658979492247406883806626399316310243728522790920016013656597072860820615220137750456911613193031620147,123709784243119166931410175800384681845697543801918286967610597743526075740131332562100195153858637083,29814058002591719230469852367892708324813108056262307159194154056189784253371651147466147032079931536763,34762449372316485907726259399908095598641009808339038637898577965930827282976904449950154838234277020043,52,241,281
29,99951452034036716640109183733466875965440256826862194181861278341482301769178989452948438159601561176053761637296501620760846091069640314110719758781587944161939281286365502676207187059672306602762303721790682758759013775264873762035454367169791180931479720134688838316359745184097911400982741936606090552743,113855823388112266904281010928686741811698754346639031798585435643875579841614306960541157675346091367,27439253436535056323931723633813504776619399797540006663459089990174014741829047977490418999758408019207,31993486372059547000102964070960974449087349971405567935402507415929037935493620255912065306772251673847,52,241,281
30,116436843768829447541167299851650185407956224861425302534118762740769071361159171756229846173806382529386150183372765257562807916448260613992591735025676945750453188023672692936627963861080428076219345648778834211879296770944353101359300378536164589186891324072164991512606867554198691095487692063624045856003,119799688101694963762284658259561932730992665714102191213404937484949291895493287613249731957029185547,28871724832508486266710602640554425788169232437098628082430589933872779346813882314793185401644033716587,33663712356576284817201988970936903097408939065662715730966787433270751022633613819323174679925201138427,52,241,281
31,101067534684422266105673183424101426826874449352090844394862343424757462929340197953295699744249211175272353274176698866512659412999015016145738467757035594390334787487406274040525340824349033649802136843120007437772253961304315772319929975379206757779372970812387036714655891798672218255908610656761939812447,114278036521283711062028980247224377871878526012775990362897374053692294600495138460057359072941179983,27541006801629374365948984239581075067122724769079013677458267146939842998719328368873823536578824375663,32112128262480722808430143449470050181997865809590053291974162109087534782739133907276117899496471574943,52,241,281
32,116642650727214726747084176424668285874187017006418282921768120375988770199485453998648030214333416762022876309122784307181034159213299867381270676225002729152035115778259981026566377544490554394335882593175359394159931758194028247349619540896517847180971796619050627516152246030564969900157284898277072701223,119870230197791482215141455924515182591431049429664863845068785931555596480960743770357276977611704807,28888725477667747213849090877808159004534882912549232186661577409504898751911539248656103751604420858247,33683534685579406502454749114788766308192124889735826740464328846767122611149968999470394830708889050487,52,241,281
33,131688225765111775872542283170325751977905743245596041778607685760136306225046241214240332812027312524366063578378969932791907088332955976139780001757484974630910716161886758132779193710184398641565902239310494040266606334197925733986499749947791631451686059937105784642673058494951680152408833477517735545027,124817226464742598708195925969091374190520546554713105683438582832649367055233375322719737018314530123,30080951578002966288675218158551021179915451719685858469708698462668497460311243452775456621413801759403,35073640636592670237003055197314676147536273581874382697046241775974472142520578465684246102146382964283,52,241,281
34,126522352139171613286460432484471037160127192644634730262178996552316695107088111015335212145206882496415648416754043154046624944814582026459161875543553747872609288302402063877625894740023616481329056233755584784307198573468014805568928328194339112666104001022775066580877686811338568097183398082554495477047,123163294749120776745460843934747960839294878980804297492396997800212377507721647571160880514730485783,29682354034538107195656063388274258562270065834373835695667676469851182979360917064649772204050047073463,34608885824502938265474497145664176995841860993606007595363556381859678079669782967496207424639266504743,52,241,281
35,97474316976151768832844097624280120146204932731810612103945363630773379647494981089888800442214221303210205284507498717857673431210703411225409449274895453906539943868608042496511770623219016807269947115535552992520687482630620870428894281537351088130871599072324686238888858773005594885760362592500034978283,112907366902483815006595917912824886999767502562897446720240671125653390465944364766598068807438389187,27210675423498599416589616216990797766943968117658284659578001741282467102292591908750134582592651793827,31726970099597952016853452933503793246934668220174182528387628586308602720930366499414057334890187361267,52,241,281
36,139458902161647165381700602094505859251115101261582069888052088479941070862546896867178111116401303365940269897026045305499539678405090580657796181949506817732356510607033259996546969964411195765580053779660375279540822372261110185006007584212297293578737416684977916364065175904520456011831369799003101580703,127225537161750326826932444009343417196011670264563508509436979279130364151321658920421145917129413647,30661354455981828765290719006251763544238812533759805550774312006270417760468519799821496166028188688687,35750375942451841838368016766625500232079279344342345891151791177435632326521386156638342002713365234527,52,241,281
37,137183217005177830444336810955377412061186388679005687625571048235499793345463505781471743897341056434929047149707713084735210027320591554884145321220176970988125021093160468433050484646480349835630872499196068805153597609188530456877977483291500041537364624736446724102056427488147617316399764244649804886063,126529718019470793271283191071203349754277826112175520081037713904207137664693375875729932326026369727,30493662042692461178379249048160007290780956093034300339530089050913920177191103586050913690572355103967,35554850763471292909230576691008141280952069137521321142771597607082205683778838621080110983613409893007,52,241,281
38,102166828540923676953501242740916827172153123186570262244616319973784721356257349047224194903715521838812532231648867877412221836623001495841254771036106471060005037243550680945535587324273708776753518732610561643058482257108988167281972865233048475419423694166676716601995958419038549035251528257441081502747,114690870734113981348523250409659073307938588097263373504868053799249080343997604953703198102691036883,27640499846921469504994103348727836667213199731440473014673200965619028362903422793842470742748539888563,32228134676286028758935033365114199599530743255331007954867923117588991576663326991990598666856181363843,52,241,281
39,121011823323009455707037279750816564208781452628198620300396070205190659570591935663618016981499873256203847970111019092114767041551558191449146067965572647506757132522464848400722756313952966539195553689815066662832102708749470865047072869614534161226172931802348440584751942524535305802900094122873238237463,121348612242886586919927368779637948602975942168203628773525949900616454281986380041683213337249215927,29245015550535667447702495875892745613317202062537074534419753926048565481958717590045654414277061038167,34098960040251130924499590627078263557436239749265219685360791922073223653238172791712982947767029675207,52,241,281
40,148291385544188113908182174195104476900523943758573320192265390467511203292521883498431034074751251208634624738710315874138442257190893709495374869410776589119729559988976191478599396595591344145312160485481207390041302768146203553157667285237488689180035720166008642977098252331796650832365701461031076310527,129856647590551147509109641753312697101182035167722457988531542707763986652024275143306028541872696623,31295452069322826549695423662548360001384870475421112375236101792571120783137850309536752878591319885903,36489717972944872450059809332680867885432151882130010694777363500881680249218821315268994020266227750783,52,241,281
41,162471856597168794670696136493189698888435825460893675377284576904235957863804823926877745475867393762772775888879921329754177395118607534864367934082238675161421826434956495214436449032668430752266750235206679862637647775013328826729031162157488828555573233577201184686248023117383822700052798856532517038363,133870512782340317170112970860378363032446324812840556418222508926460504462151335512665772230389980627,32262793580544016437997225977351185490819564279894574096791624651276981575378471858552451107523985330867,37617614091837629124801744811766320012117417272408196353520525008335401753864525279059081996739584555907,52,241,281
42,117077111726388998985765151978901588837692009792538574164080083145371072256800488979697250526294601853584769037418639678471188836923428700473512915779051520538985695743075769732945308396203231058124559275290578625688426993030017573740464859217625367233977371347632336584398259140836181016703474556063711630367,120018873406589010891109393546806752545071245298915042942194765641973182025971976038179207812800812943,28924548490987951624757363844780427363362170117038525349068938519715536868259246225201189082884995919023,33725303427251512060401739586652697465165019928995127066756729145394464149298125266728357395397028436703,52,241,281
43,127145206256393420000686826197799534121743191080916127474816142137446159755352260765506983714790602865430676919635512975851370365891242387245349424746522445818466518106575364679633371641534165558500281877914966768881456719009547589260111490104680355557800054986454899315099595513268842247532070478967059936487,123365069967896417733792395489113230825406422505212728424989870123709277398738137832731961001151928103,29730981862263036673843967312876288628922947823756267550422558699813935853095891217688402601277614672583,34665584660978893383195663132440817861939204723964776687422153504762306949045416730997681041323691796663,52,241,281
44,98047508588639512521999649720218641047992430444739930966708002018721620024503962738819146441188308897297371838082026109549403409396917934125226641459211117030106481892867221724627248255512739304008983937086122021128740381412272069289141892183541761967390288137463622891414749094630169573411504537116081126303,113128249403179652227921137539028578320056515190759945907887802235635760587059687961476657995452882447,27263908106166296186928994146905887375133620160973146963800960338788218301481384798715874576904144669487,31789038082293482276045839648467030507935880768603544800116472428213648724963772317174940896722259967327,52,241,281
45,171379277972685345889982984047485693258767052282774349583341635656240970499855770597025222597877534539504751379079035129193491571131396459159590335252012080715653387145537959815636963562951888646917916992475788423843750998947301036152894846283825853742649330611941882426040137499478630480906535627895601772943,136273574820035100428628333809170510925688664686384633189315091322063489534808334256352741402452703967,32841931531628459203299428448010093133090968189418696598624937008617300977888808555781010677991101655807,38292874524429863220444561800376913570118514776874081926197540661499840559281141926035120334089209814447,52,241,281
46,152226596841499354185027829921870208812828381846247356199419564755623581812015596001846049041279121191631472532405350361641017027938301516590099854803855428175905405288375924493595503684910138357124762661912555592675313391467689998379014663391588987657519169599101544860853906371143761605233491943757583171167,130995303470722486743702952617764014808783526652365785714876296522456174671861858434717653246391115343,31569868136444119305232411580881127568916829923220154357285187461911938095918707882766954432380258797423,36809680275273018774980529685591688161268170989314785785880239322810185082793182220155660562235903411103,52,241,281
47,140426933331992918378937760675530842638434018784841284759289653156216927575231383357747867418041513886788748189223129669758899260338835827863880651662779209723386079410385624843371800306018945647230395856402668679086066173937973104057367260161607778557638244934052403492861631443167947895890267966879607887083,127519230420796568027242459524256109961653316455769124753127574555264244676189880793750224605949755587,30732134531411972894565432745345722500758449265840359065503745467818682966961761271293804130033891096227,35832903748243835615655131126315966899224581924071124055628848450029252754009356503043813114271881319667,52,241,281
48,172918609239268829854102896308214140509090890131519129922468136771950775044901489465908632984537320917659651771012093078648790737968784230709768522258835194336117910502299456327858180516051260871910668582880176076652503135659122728857610632306643282051972136573454559127607304267859708281599404104774896456103,136680363084033656849051386574276676188629936900201278369496502100795659964663979053926609133345087847,32939967503252111300621384164400678961459814792948508087048657006291754051484018951996312801136166170887,38407182026613457574583439627371746009005012268956559221828517090323580450070578114153377166469969684727,52,241,281
49,172009695317126633964426537436514749624456817788408821372511514141091965381633954594352350133437800577792128629196512338913150917395681999303911167202322574988482641497397008018764183216722960832652459828071600756243910485540667289520157033742837109284921395873363451252585283802818944735835620388544480754027,136440464115927237110114045744819388472212391202241416081899236449098693446252571340636234999793517123,32882151851938464143537485024501472621803186279740181275737715984232785120546869693093332634950237626403,38339770416575553627942046854294248160691681927829837919013685442196732858396972546718782034941978311283,52,241,281
50,119607385806931583853965985155892351962917710756652327448662238523589602337385037172982460266796387448816561106594540674280769427313028411784629990399002509564709595148141447607809238454553316503600313909368972028782527971375742171743688867506520464659366409252975009886276618073795716858691123950190692602383,120877335595504373566503090028402401279291533160674966959287214849597068129908178048205310462399931487,29131437878516554029527244696844978708309259491722667037188218778752893419307870909617479821438383488127,33966531302336728972187368297981074759480920818149665715559707372736776144504198031545692239934380747567,52,241,281
51,131190494329360146194761439133746107558096915163503502519841282691130142495944672185261853032590015844659736744217232236751001155730947428792817706844744572624043342119624913265549859995689221355094948512411946402453888554890144224358711463779494656779985524840668202909909319885362584824148636819431350935427,124659774037632825001898499984786708305941116014505694748777016632901506551089591941521498192552637323,30043005543069510825457538496333596701731808959495872434455261008529263078812591657906681064405185594603,35029396504574823825533478495725065033969453600076100224406341673845323340856175335567540992107291087483,52,241,281
52,123495468362352238163323237205220488563897213559856919785564089370146432421975153465633651602307941045916035870429033929408175013640581077650502843094999075549556526544746026651243420874014640906924199348629434424249067423117566097659564511800826239441100131450135491863310235842035195000773589999261044771143,122173182319362062695178225480315078919315932277531957134936125258959236561772315083804853114406570567,29443736938966257109537952340755934019555139678885201669519606187409176011387127935196969600571983506407,34330664231740739617345081359968537176327776969986479954917051197767545473858020538549163725148246329047,52,241,281
53,134088750040958674526485883227338117640069305778857701653376291584138977863966461077030125514637951948570482798833169751369988157785546606101292881284048807067813585983041927478855574901382044029748091312802693888792699385424529050066749217327766406328872499540870655908940852547563600632551069491436249082943,125571088804437049867084888934335529971571088564283367769636679257956481582957783651337412452216233967,30262632401869329017967458233174862723148632343992291632482439701167512061492825859972316400984112385807,35285475954046811012650853790548283922011475886563626343267906871485771324811137206025812899072761744447,52,241,281
54,176459646638429631572423187129209314134327611878298411241584019678377233947544680908972219203100196145756064384258975274480017060217280425745314270887983922475272658632992558656059193677534980056245784319054445970848010182274205970665340927738172735666051775728769458000143095738303974034455233883943752019807,137607048828320832040951977843276409261205075868500460182631997364046215263301105007297142347971760463,33163298767625320521869426660229614631950423284308610904014311364735137878455566306758611305861194271343,38667580720758153803507505773960671002398626319048629311319591259296986488987610507050496999780064689823,52,241,281
55,118052792318096059210199772387276217866726975129042318490292974681865630795442269721597170117354253820178214618916102678170391542933386509001075078961830599327521623526082993463930385775726059496106679325419466302158696840694685358966808655808147151194247835370412101650328587173180016151552460797388655961323,120351350269444174061294564097208219108613210523000782382277736587474952978970385272530197646094119107,29004675414936045948771989947427180805175783736043188554128934517581463667931862850679777632708682704547,33818729425713812911223772511315509569520312156963219849420043981080461787090678261580985538552447468787,52,241,281
56,145741145995055994162206128481448048953824242973979157137615050861195257959370415950973201540099860902183789502626738460289924117666073387844909523553265268221169393436080971407545080119131834679548320162760951770444129058304604101081591311988884155786780125786260310542300160181917465509265909606918545329787,129107936281698595903988179980023599692352084340527605843314258757904251440141170269529758154854262003,31115012643889361612861151375185687525856852326067153008238736360654924597074022034956671715319877142483,36279330095157305449020678574386631513550935699688257241971306710971094654679668845737862041514047622563,52,241,281
57,103116846244888414893587644963278626645727403022353048994525553143880515683106050743668174401651264260303254971010627640788372337202627266102556534895132352346648236142041819263180305102157250179282303995716294520207668198321057474371893502891932905889407487570331128488332262402096574559935128183216058910023,115045266153855027659045959078575563929494571785231060467499216513068775132376203512690347216360603207,27725909143079061665830076137936710907008191800240685572667311179649574806902665046558373679142905372647,32327719789233262772191914501079733464187974671649927991367279840172325812197713187065987567797329500887,52,241,281
58,155218626977729470437990455048774604402551399474950680989647661200710500422466628672178268196615659325915142872451874243293571224055947728196855282817774939412816530555434912139587138876939024340903687694786442351425882500925025192800677310455189191246718469131463084433000748745573250101784520201093465478523,131847983389797345831605669650151012483476571996836979266706865933906237148248279681535276285333598707,31775363996941160345416966385686394008517853851237712003276354690071403152727835403250001584765397288147,37049283332533054178681193171692434507856916731111191173944629327427652638657766590511412636178741236387,52,241,281
59,113555812473215036536585041811144670540694933258289820453715359734734508099637526452283776500813120930146847111987942671476858478756934481487272094305025968352567680725314546874803828371808075029834139309787349552549763694544337312127984587066206607139171137846347507773585159055631005332666723039468859948527,118803345029214736239711940231716987269728706939129231044778752854056529348651647798597652648799130623,28631606152040751433770577595843793932004618372330144681791679437827623573025047119462034288360590479903,33383739953209340883359055205112473422793766649895313923582829551989884746971113031405940394312555704783,52,241,281
60,128020565243113490896423470983065203322544227417023634626986136461694910556052760599457538262425954306899080451791697868683712129436676693175093993100594154883392056819920565874681617638967375033374089975387854691957901708201759855499883203724234022338874236775470341449506780749608083234441401733108311783367,123647533998276737088542459647187308996864728465259286142272919889731295388805578579999398163630271943,29799055693584693638338732774972141468244399560127487960287773693425242188702144437779854957434895538023,34744957053515763121880431160859633828118988698737859405978690489014494004254367580979830883980106415703,52,241,281
61,173062728034377795830604229645887227270204078356255888817464891439044551582357730349309941180867881961039043061634024078953658666093779618622255623557124038744951438801341883799465820793315117434467801315319005157559536526459319875594928268020457760027659938747984920393156057811428618349972719896319716592887,136718324564638851242621269453225814342232316529781557146433550468727642921315333481015778578658409303,32949116220077963149471725938227421256477988283677355272290485662963361944036995368924802637456676641783,38417849202663517199176576716356453830167280944868617558147827681712467660889608708165433780603013013863,52,241,281
62,161003558188512064542333130844832938740108771251436304521764167597805314597880641639838940596421609155197626262953960492788007142329135294925241618098946134313147503970447723979667261977077022349165851173632958582785929370132048566336486734973132791113547656726665684485654030057897371655515284914325851230083,133466018157853316105252428602449422230025131112075708643064104337615384223636570887817402633517384587,32165310376042649181365835293190310757436056598010245782978449145365307597896413583963994034677689685227,37503951102356781825575932437288287646637061842493274128701013318869922966841876419476690140018385068667,52,241,281
