id,pp,p1,p2,p3,baseBound,k2,k3
168,170179862379293791904395783446956973992277521348446511839418813436446735644789694733317521978253380480128939113604939077828028832304614404182285637122038089855935181890133808492797028835301896147570667558024932444306457855103276344550605821196783089172842986189107947532244574523705999891530169054289290082123,135954922051463689344091740629866737578643519266838830911497311963757293419438699661199256817697313507,32765136214402749131926109491797883756453088143308158249670852183265507714084726618349020893065052554947,38203333096461296705689779116992553259598828913981711486130744661815799450862274604796991165772945095187,52,241,281
169,178064918871693350067264158241766578798036010058043988171831649824180810456724754014397915560173820459978550896717141943516742792776611947483546674582379390137547882667359678876791284479764771745462928617045961212859589258679054240978834797538995523492822870734422835101094963307614162740277666686649815631943,138023065187142279625492704820266039271842745385403841585383551181521614116164820422682747192137520967,33263558710101289389743741861684115464514101637882325822077435834746709001995721721866542073305142552807,38784481317586980574763450054494757035387811453298479485492777882007573566642314538773851960990643391447,52,241,281
170,95254846061454772096231610304632604412797077992507969084924249080759916962472150252784488147175506165275621543973085926242114222633651187644638635127132302120819183714942925062505983912556617982109531515120590640098359335796202053254705920830067045537702520486722066843110284453722524343924645801448218947523,112043819618674412193584869862933211069643598755459299862231302930840589354094951164256516867640965707,27002560528100533338653953636966903867784107300065691266797744006332582034336883230585820565101472735147,31484313312847509826397348431484232310569851250284063261286996123566205608500681277156081239807111363387,52,241,281
171,117440065390929692491908428940103843766959616162697342934829700230432674530429195313798679198197431849741704260001510775850567443079530709916573688843319404051240940561755079058741387113892136881327353609032470892629304998555985734749641486981710710084545944653548177276686502806518912433807441909922022363063,120142769960745200498222179796146201069176492235194807970151752795174242878217573842410057503747960727,28954407560539593320071545330871234457671534628681948720806572423636992533650435296020823858403258534967,33760118358969401340000432522717082500438594318089741039612642535443962248779138249717226158553176964007,52,241,281
172,110749090217396236198365653640006479239598253090498827831426205468873418312866743034977217844115587638391224875393755972912012465360567407544132152272562040286390928236177781282016453349194945510126155716373254035501911958556633488177438505946222606987696304936783413492868231421465513701584072249358122028483,117816360203357715627870023422117350249765914657022779860430549259334916487486262090068294694605939787,28393742809009209466316675644730281410193585432342489946363762371499714873484189163706459021400031488427,33106397217143518091431476581614975420184222018623401140780984341873111532983639647309190809184269079867,52,241,281
173,98488239271265461462539053760193632495939383593543922602464018478778489812431750491355502966625621372789028004778191298347042979230247551173255939904629675471319764331632708120327231205732969159403823668110469033650383503696787395864873442521528271601759414090144102734551183865119288812753644814575904587163,113297502623920192383304496170763608979624510512357654892355322282246498192013346756750382097923891027,27304698132364766364376383577154029764089507033478194829057632670021406064275216568376842085599657737267,31836598237321574059708563423984574123274487453972501024751845561311265991955750438646857369516613378307,52,241,281
174,94189951794471714501478118587153391385519332524457883891639169457917509024858509861920926181029721081435068772036119603270955127701693677438675511993928566887088867770290123493164170983500484160981165327644011162462938957347645943061940125361793591842417527443195289195746792653282929962726455546607477668763,111624725535906207321411128989334930930732595920823999773773469247745282513126181302457815743511103827,26901558854153395964460082086429718354306555616918583945479406088706613085663409693892333594186176022067,31366547875589644257316527246003115591535859453751543936430344858616424386188456945990646223926620175107,52,241,281
175,173234732444375744610049002371038346696261989080401904711597706315215988091167770899639140887078623308597510402607348101985173170481358256993821497451544196373184615804926389491896898262722743865882878621026705599737287716477599813980158611480960308359613433216911568579017742941248414128542519101551090164507,136763603654164844100354566038038388378309760915576244283409362665723630541936003580172634932392516563,32960028480653727428185450415167251599172652380653874872301656402439394960606576862821605018706596491443,38430572626820321192199633056688787134305042817276924643638030909068340182284017006028510416002297153923,52,241,281
176,108301165214629830102258646923575186853080780520737388869695990874730697780317889340486680555042736262528661347167290420358401691345228908094309129699713808451993662374712812152956173823860919138774458118619111243059393432381509107196236949451194843075858050038605731566919268930828977431168201519045246433007,116941839830181654218822684677830769579856961060217704699132598319906351727470615121751439000207032063,28182983399073778666736267007357215468745527615512466832490956195097430766320418244342096799049894726943,32860656992281044835489174394470446251939806057921175020456260127893684835419242849212154359058176009423,52,241,281
177,105591458680595909749375328065355159318504966658238421191215976843963111644895063648100583288466178709509981273005571332669504596187753835149968104279801067803996830157087754633064433025131674185768529994878831876387239975586154278143160691028545861258502174542323550494081518893713034310638025499721700149863,115958291777066620074805665888720435933625567157227367769638732018849313051989541950445358210594185127,27945948318273055438028165479181625060003761684891795632482934416542684445529479610057331328753198615367,32584279989355720241020392114730442497348784371180890343268483697296656967609061288075145657176966020407,52,241,281
178,109359132969807042333351862828026435038657379928870110138333242523494294913022954513640490136262205039323107887052149870843878807430268690528675480965595784570658303207852620076708627980883197553501015612775263022484360487023116586280960508136347271740252608337824517913533882148183335488138655481357694510163,117321398695736432260658969395196255221427871404747245336308716462723211558146497401104982017482300027,28274457085672480174818811624242297508364117008544086126050400667516293985513305873666300666213234306267,32967313033501937465245170400050147717221231864733975939502749326025222447839165769710499946912526307307,52,241,281
179,174861660506430320065650190927258325791964669303610882323981715426109932759652096628967713626170828151962593294085195215992077614094987009942857373968869214339228513897918475759889133005637828033676213636494023104906028118521440195846605166617896547806610506689162385096213093469164761122931801883434294028303,137190407227195676897421670464968033673080464147363860388476718237284174385035886122483126442446628447,33062888141754158132278622582057296115212391859514690353622889095185486026793648555518433472629637455487,38550504430841985208175489400656017462135610425409244769161957824676853002195084000417758530327502593327,52,241,281
180,97967208468144362458881734477015952738982922014239683823126032320483170847680568987851575263952857466296767825041995663227673128959736268032304790435353954598106909059173730974706541955020135435396789299762503874771261766861694023778698544465420454148225547985980381528264986188048665348308689825317362179287,113097357259551888623151838245423827132944098177766958835108405705296984272332717987680279887332320503,27256463099552005158179593017147142339039527660841837079261125774976573209632185035030947452847089240983,31780357389934080703105666546964095424357291587952515432665462003188452580525493754538158648340382061063,52,241,281
181,143695615810849983930175443343922886801828956628150276010924768210538380661218060473321729644429404363312171987816424250954403275550059004987228332804690633915492948406666476992120640836993450807323199584959421755864515041269594773262563525301231297955400151439646842109505905927322254798392983346845390762223,128501062460240063828709182271320650367545645376765200209101876560590299011307065528832071757218327807,30968756052917855382718912927388276738578500535800413250393552251102262061725002792448529293489617001247,36108798551327457935867280218241102753280326350871021258757627313525874022177285413601812163778350113487,52,241,281
182,97879152086268014154657160073684923738407077195691642521348062567549895419026027398710924114756733522056469917737935988729306386968116787739234419759172695380819541371516724848747606056938050940420334013400270986197205073812191801002784488815705812346701670959522236961425574113587555510905942645769341051323,113063461804316034277503679167269236228242264699258998109748137173713775967099118878534904771236989107,27248294294840164260878386679311885931006385792521418544449301058865020008070887649726912049868114374547,31770832767012805631978533846002655380136076380491778468839226545813571046754852404868308240717593938787,52,241,281
183,100055943823894197637116355349394514278192548240697358986027960087324020927449106509850555985111712509468328657357203406038336356088349451515122590393847605956482225787591023705288631249935852290656268271410160685099004294175749202039199470282333151861072709791996501649949617967453559165660676482941524560687,113895485494489299958630419693683884957724077461921562616618207219693798181414917940925853458455456703,27448812004171921290029931146177816274811502668323096590604987939946205361720995223763130683487765065183,32004631423951493288375147933925171673120465766799959095269716228733957288977591941400164821825983333263,52,241,281
184,126496090190104085803613046961852278164546429361293957439338631271053424352073426020424159050706144208987311997380541834646113097811044485813165818684639561091045277514580636543028238857039473687195848992868964936733399732041014514081075951338218199681932122523036870134139463318355495825839203091658515363847,123154772586994450476444595437617507759162876811785991365264858563632045138519572834695540468892482183,29680300193465662564823147500465819369958253311640423919028830913835322878383217053161625253003088205863,34606491096945440583880931317970519680324768384111863573639425256380604683923999966549446871758787493143,52,241,281
185,138309847997431192904977930550816417306389059046217943624822636037075947297269809976811276354096713975127850803703257842028003375943493758478723987366706516313593928081556883794944890237713504592655464844696998100659320524553247635074594024645861077264630488924265123114042860798510024364535868043847775767447,126875153449938841924510699637908388007707709725145877044472522245263916069784481607665247132255644983,30576911981435260903807078612735921509857558043760156367717877861108603772818060067447324558873610440663,35651918119432814580787506598252257030165866432765991449496778750919160415609439331753934444163836239943,52,241,281
186,110197391944448810065283892969795021503722717636492263323649897923337591691774852868694319033415125118949018674069550236102829688972983770952351946270426845427987971303230887585255282698661504006591594633058578528008728623446793886798565945398477086074006197252228537657211716384020918695033871203997132949527,117620399787120608054782802208914350581253209489580874047983397313948896776606955004749576079106173623,28346516348696066541202655332348358490082023486988990645563998752661684123162276156144647835064587842903,33051332340180890863393967420704932513332151866572225607483334645219639994226554356334630878228834787783,52,241,281
187,162908422923798361985358562622027290440407301046422364413114551809542253227707318180930655956133630845545599635437701128252322487033177178036027425635896815483753080476008721859314266879008060122356360399850167092686846784626383003181834912023436632781173841074693824184451694238182498232240774146940938215623,133990310124341269147660273776290833538272497761657477163304752893447017270097606978021725947091704007,32291664739966245864586125980086090882723671960559451996356445447320731162093523281703235953249100665447,37651277144939896630492536931137724224254571871025751082888635563058611852897427560824104991132768825687,52,241,281
188,141433218933097582064093540795049848853186591044546383955842275016867688721107775012559010655093461022804305969897126437137535938005552142782635954422730594818406042495393797894927062113795923130953384016656213092753258459186416413592497780635144454846686217020485286172746466898010029151274747001832127076147,127823102490321112020808026311985704217782197849315082082539023897049719183441341204561317479258925083,30805367700167387997014734341188554716485509681684934781891904759188982323209363230299277512501400944763,35918291799780232477847055393667982885196797595657538065193465715070971090547016878481730211671757948043,52,241,281
189,134749165399060971698473372218213806725131049857465709572682518383827737037980083088772787410076221200182038049788967719015650520111002893121133080823398125805811587525781821236478752355031938440354178169654042745753183049990264403859964964016892601590393881169613932083637093314362000420845162987654111146623,125776905969415161911245924112278829461701835122189828233832114594800440472379429350902134613726137007,30312234338629054020610267711059197900270142264447748604353539617346906153843442473567414441907999018447,35343310577405660497060104675550351078738215669335341733706824201138923772738619647603499826457044498687,52,241,281
190,161353364155918594234479941630307191600061844142143795127071548380409094517254566496050227432520321341001563872394084982134362713255464731575485737459962999817057202947376579277856174318688543984231349369654305133999666852151578410905629296359084418909102964945080777211410746606605916515979088103555693706507,133562606993252963219215171472914743337513146908126896412865036720656178303856952471410426771051862563,32188588285373964135830856324972453144340668404858582035500473849678138971229525545609912851823498877443,37531092565104082664599463183889042877841194281183657892015075318504386103383803644466329922665573379923,52,241,281
191,141804298950333339057621580132115588124260439499812514319678818305855785581625372571845492044437533629228880568798931202713795022592530678489157612942600980765408084902163525563354780555376491809423258703747669827442986133936303845370195535869640367065688141157952427536278279213039282969615172540639941514287,127934795195037875941596910319419932702571561515103479312479097158864517107938460656313732693346125503,30832285642004128101924855386980203781319746325139938514307462415286348623013169018171609579096416245983,35949677449805643139588731799757001089422608785744077686806626301640929307330707444424158886830261266063,52,241,281
192,141226710256419195078439289968036357342379196608466759107757966413768288653949420387727517635145648800967455796265707853421641442838197868296900162968897030871957903904494666447629304320667841436496425866678053855500425696476706548453026825401963164553310475905519154632407231528919223584969543719689060520147,127760860070148307024422192745497200031544753049570942993906214764712523801894043922057983383093337083,30790367276905741992885748451664825207602285484946597261531397758295718236256464585215973995325494236763,35900801679711674273862636161484713208864075606929434981287646348884219188332226342098293330649227720043,52,241,281
193,95817969899949426256130326563579649624650662852090286406525503171791480360276283486761159323748036196286505636316700172508754013198018879884767156708767791837307782573963314228127300515514264243192311130071401616343146914956449919235493730829450392396878978793617794761343399326760239869750559042392934198543,112264178028603450249421048295196649829127070279604308015355607731118394957638127641952867879183676767,27055666904893431510110472639142392608819623937384638231700701463199533184790788761710641158883266100607,31546234026037569520087314570950258601984706748568810552314925772444268983096313867388755874050613171247,52,241,281
194,121704498176396529352653728422290857426093087681463202119768592166048844867164992775342423979478584026075582132533372108264298409274153846140826411864481339199598565972082031130512890863725091474389764450185369628448311853994196456170244470831854896683058480748154762416221236677924135489590911622093009141943,121579706087076476635713358841015917581934149984091737400655989693280250366771226768814623959511650967,29300709166985430869206919480684836137246130146166108713558093516080540338391865651284324374242307882807,34163897410468489934635453834325472840523496145529778209584333103811750353062714722036909332622773921447,52,241,281
195,160687280649924651878681918630953515127265289527399131391170069595106869347678375169977850808185739060663759131633793346942526717878886460952316928178811311861669091172427134764902311233663070125107742627996688280891178030841415361507723928884547545748841021167208304943224664431877802746249689159166356250103,133378566726773891155995273605339486041886450658325540478135699273051144497238111958431451781530549847,32144234581152507768594860938886816136094634608656455255230703524805325823834384981981979879348862512887,37479377250223463414834671883100395577770092634989476874356131495727371603723909460319237950610084506727,52,241,281
196,155288417309321156405436822023319092071193311970338830347769909609294105529325086722347398680105912305937077339372121864552331385755277763089849959116061579516635724855790101411294018916923807629907676603968368503146011086253929571421288175778314587870300564304222608526136930986075105136466583753722203821803,131867741189691057003106065895487609533258124829646553634532303745471717331183106565417433839594378947,31780125626715544737748561880812513897515208083944819425922285202658683876815128682265601555342245325987,37054835274303187017872804516632018278845533077130681571303577352477552570062452944882298908926020483827,52,241,281
197,96890506648479132358811079872572552988682147106740946755886062068391734946927396351565754055234610988100409685149983749335724968411415753853217091338095773052294460066722448940203443424090994475472265434746371677258371985860703126169433693485949361489458881307559296093125569424293608773487118246395499433263,112681500479062708085083062451854804688915801910369154163462405504702699814678453957074187313539707327,27156241615454112648505018050897007930028708260398966153394439726633350655337507403654879142563069465567,31663501634616620971908340548971200117585340336813732319932935946821458647924645561937846635104657758607,52,241,281
198,159418842715009603134352524488548508787686576169082313256027022404782091872870853840893446033658109083642467210279116151057040502155564751051906086027508865593135102330056183850721684759479964479014347063326813959853596464341901098291295547448935174531510228373632894918052838290142331301421386857265809201467,133026683322383599409159501790673212387274600617095582601747977541558701383647866636996692713637096243,32059430680694447457607439931552244185333178748720035407021262587515647033459135859516202943986540194323,37380498013589791433973820003179172680824162773403858711091181689177995088805050524996070652532024044003,52,241,281
199,92672051158206030985504456081265417679793971518933587982881397690620216965985621353546833417357700191387050545015783612959380690400739354189201072395249526796793567850789811771406430494730591190716836933477827933308158492790571291849547251582522499881633432801019124851384150315162940221734523911177166170543,111021852853931655678377610213025337339834146856398013904503969644342469005326888633880210968508712767,26756266537797529018489004061339106298900029392391921350985456684286535030283780160765130843410599776607,31197140651954795245624108469860119792493395266647841907165615470060233790496855706120339282150948287247,52,241,281
200,130988440013056509408366577772676629348081052317263204268065207452386281539745952642419077554670348796951914209131754078174549561774046363207920958713098872992162442753979055014299659486118172237745311742016239066199051322124204457792202978277377893425302343738674300712940881038991166266746469845802080195663,124595742498806130171256793410499328182817796757831395844130532823741016260966409375451116604476746527,30027573942212277371272887211930338092059089018637366398435458410521584918892904659483719101678895912767,35011403642164522578123158948350311219371800888950622232200679723471225569331561034501763765857965773807,52,241,281
201,168459480507654970193323915717981730621958441868643011260327818736935940947232543415726183213459418029401096905658980221734882397857890040013563843290965633080214760628575715861723840550013614847138174089255542976809243366762282180828729116235113125605491100383666635946110876770572510811175285671787942461463,135495237812995468890087723798047506013110977038632533439630495894407530234199605371021548629117407927,32654352312931908002511141435329448949159745466310440558950949510552214786442104894416193219617295310167,38074161825451726758114650387251349189684184547855741896536169346328515995810089109257055164781991627207,52,241,281
202,129662507341800340366260900644973000889811766138372254373609463371154752590300551280103622132734427518581098022684776062885217863380008822395573104113628849067017128650402447712691222651871330092485294244334778755254549485750734297375482315069375446492629407810929165415509749025824542153087563487220155820523,124173908445374925412043776397079589277623291724370845603290469344069289729404783817639006025583904707,29925911935335357024302550111696181015907213305573373790393003111920698824786552900051000452165721034147,34892868273150354040784301167579364587012144974548207614524621885683470413962744252756560693189077222387,52,241,281
203,158252421542442985857998400870794077521646132119722103648346906278247396099437885893614635929968336758783275191821453567809088458762390051655992690839575793399730960826595170968644630359960808163424873865002565745252196410140701855395412927768212746227733155726507406456300380030530655911079600668811622854787,132701449667867052523902677717746702115218369922193273273230427139054528044575251871776584126148837003,31981049369955959658260545329976955209767627151248578858848532940512141258742635701098156774401869717483,37289107356670641759216652438686823294376361948136309789777750026074322380525645775969220139447823197563,52,241,281
204,129483093268935214286453957075175494091773375455201054763419009826840668781010491761518997801392754033823349831906514209462797714495203175746585287559884497989072377104208448448593511512043207867607727627464390063566687530968631591370103114777005528415341001069554468676126683468314962516746346015891115168003,124116608843423798958583679413933998288783731604235521614863156289244365352029265295393933222093761547,29912102731265135549018666738758093587596879316620760709182020665707892049839052936189937906524596532587,34876767085002087507362013915315453519148228580790181573776546917277666663920223548005695235408346994427,52,241,281
205,176671853948464073890753589720726935860471501931629463520731204761507169131941511413786701565195960529675519319423348031519654858377149424907006775094323847855805328098181648567634142071014230081570006510445235662300312795433695883209799259672389278389151380756259681160426713332889755168024745930184390008223,137662188014373537798331639754707980314207418732535720739257704437510819902365768244657290718031905807,33176587311464022609397925180884623255723987914541108698161106769440107596470150146962407063045689299247,38683074832038964121331190771072942468292284663842537527731414946940540392564780876748698691766965531487,52,241,281
206,114695283919958939415752297578910664344456209714958894285087754079785113507282140141412640386015445360550479157218208448936642792337573549474368839951492126236835207904163610601700021938747152236391144597811407472228177478594119234701978453263557393167801256614835036817926635671019745561027270016398439939583,119199399108981573569125992405871577568789631435771252342477092009401185139955325471735409055772663087,28727055185264559230159364169815050194078301176020871814536979174265685618729233438688233582441211803727,33495031149623822172924403866049913296829886433451721908236062854641733024327446457557649944672118327167,52,241,281
207,147615456070004764301287440867690296167145793575746789856694265111372602377942141598262550406879656261637521436640909820578890145981745447923299817300592332938712030637777476474668237182594817645680234048396212329296371462541730390200400097609053558468066910709989941939083440317701490726827202037248757230823,129659046461692043997214470746153752981658627000042405922004873518224119715760252052127810025710157607,31247830197267782603328687449823054468579729107010219827203174517892012851498220744562802216196147983047,36434192055735464363217266279669204587846074187011916064083369458620977640128630826647914617224554287287,52,241,281
208,116286434277136556550518841224042837628763150147063536364520783808460810038211250528591774017315310263237702079069543269141607408466752756483730608972696676284951697710765709712424254832625309563910253040403636673968010184573614576326198524519038311223926527831170315829202235150668829230740392477517638728103,119748081370868069525975922161803770086721558104136084572776593753016510880783638379399262169082943847,28859287610379204755760197240994708590899895503096796382039159094476979122268856849435222182748989466887,33649210865213927536799234127466859394368757827262239764950222844597639557500202384611192669512307220727,52,241,281
209,99956164212100132149411460521217158160163967586117298283204392203146634528657442629535215938015972295702533286001947867055309005565668875590556106586794678986875229078983624292640501146587997438392588728923767791593332230974591047286088646939177938596121879694209031905361725403582733894548741278305787370767,113857612591675550880486208060842858411932526326478624541362586870637262195623203241638437890744354143,27439684634593807762197176142663128877275738844681348514468383435823580189145191981234863531669389348223,31993989138260829797416624465096843213753039897740493496122886910649070676970120110900401047299163513903,52,241,281
210,125556732512900269310235859507283310209786861720327751007765804026689049646952587942892861143226066448543228779716347675046598537343076378766859867201410660886992296099001425966457074317881173328100515427485228934868127678283280293263893538057366175479002974778553096864428192839911615028233498731178197708567,122849166487822807919297022413620275947278426327195239077010669933012197691535539545984675228127727543,29606649123565296708550582401682486503294100744854052617559571453855939643660065030582306729978782337623,34520615783078209025322463298227297541185237797941862180639998251176427551321486612421693739103891439303,52,241,281
211,104279882203483767803267319973180835155589620220340907526965373166299023911974283730665564725466052172673224897544646940123567687382657017692876592912448975918701965388769482836750080679856175818945946157016204114548661955542976165104106385533303313485491420429682982457571973894964873461328153734552220796883,115476174949442309268354652051836369162787029167531124425540032334131440364096155639021528689819764987,27829758162815596533673471144492564968231674029375000986555147792525677127747173509004188414246563361627,32448805160793288904407657226566019734743155196076245963576749085890934742311019734565049561839353961067,52,241,281
212,159022458813812068463194472067572330308522468061922646828427318195519854389248656497349407210628436900902540311117951951956386544106353261304026737641158828245631584047344322306179137855552818478677172616481833506924627536307605213956456159473058480880455941993154496708582077215483524705406091556807076917727,132916337940933437120615327664230881660252155538904891264092244081208885710423917955920130472160086223,32032837443764958346068293967079642480120769484876078794646230823571341456212164227376751443790580779503,37349490961402295830892907073648877746530855706432274445209920586819696884629120945613556662676984228383,52,241,281
213,93370630265730179772756977304571052165985004778183669085099003544991948619711435230470609911779959924212182725225124515496879525414342448641815018016176001118477874603185688161560217956708854291029077769607995728203898668483540424342829814927066864914177893832099982092613481889230011446068372946958898564683,111300122576457110355679620213843246171244058630274222141778518226011835736130261862221418422540988387,26823329540926163595718788471536222327269818129896087536168622892468852412407393108795361839832378201027,31275334443984448009945973280089952174119580475107056421839763621509325841852603583284218576734017736467,52,241,281
214,110323685380178377111496205666132501152247455285037731002203915622797068464201304282721107853100956251854848838590248096767227849432408701026303175386657933039606011875141143529110987264595273951824122236019417291410356144106418719069005384155341454739227067255213136443224377100373804217939373526770326373223,117665316195562267787613627877658203592091763412205015088938188950669829443698041579374289480455600807,28357341203130506536814884318515627065694114982341408636434103537111428895931228020629203764789799794247,33063953850952997248319429433621955209377785518829609239991631095138222073679149683804175344008023826487,52,241,281
215,140894663600205512984256511962047967182442612969380074179540462458474835706069254890073447725219516097487447660914366447810028908774263639616172072682350313511964159631735802793481035554859005132479684163874355250857766621642625040259636741483847984591277079733652875769334519385807256758230209812168352718763,127660652733966849648051801029810132004002317727192815748723557954038883018524999028371897705550253827,30766217308886010765180484048184241812964558572253468595442377466923370807464524765837627347037611172067,35872643418244684751102556089376647093124651281341181225391319785084926128205524726972503255259621325107,52,241,281
216,98342307005769713876103232079225177001104822258280863069370419868036983580911824547812786475851807912384009431193140591426300697175493218596978379213838461175374129263268162444362965083771159036801614417924095363197461826311691737760540392463423560839387827877800153134311990314902501635048939076885711892647,113241516466810585408035865942060106427196048960092975076986743407967084730645363579337110804040404583,27291205468501351083336643692036485648954247799382406993553805161320067420085532622620243703773737504263,31820866127173774499658078329718889906042089757786125996633274897638750809311347165793728135935353687543,52,241,281
217,95768601337345397297915430551117761169982214693250412058550560882212521337835043265233118105288277305091668662640379828348314394645833897258203644199632725500637443834278363368970549225264364442803426506315616747603211705985325732109514733505178246387189122760702608169046101578054120689809203085017737202307,112244893986714982994834449092183130329185994422646552916062052000372347485535045335021214347511757963,27051019450798310901755102231216134409333824655857819252770954532089735744013945925740112657750333668843,31540815210266910221548480194903459622501264432763681369413436612104629643435347739140961231650803987323,52,241,281
218,158281054466026736890161442416061487953185419556898859913046076003826392014278626380427792912281247651820481284309476130865300389831485045881319871922095796897770570837143610919704371059126112960501923927574629144333752304358948422940950866960934581661662443194107735883377240878510829860202648410921560694263,132709452497135160629751524444825722048258677678743639502595785695410876651636483037193426433114570327,31982978051809573711770117391202999013630341320577217120125584352594021273044392411963615770380611448567,37291356151694980136960178368996027895560688427726962700229415780410456339109851733451352827705194261607,52,241,281
219,90457734281865115807513560359137934607223974773211439662043649280157611098800146119128749716226740431003491285096594517720074427258744322007990063125891372290593089384169854797271376756851217759248705227334243393404445645241121068648632394473203807184359469279554306202317946283298583218447458484278366723307,110130458607885329006476108926597458196885317487223648910515020666064065408387499722813949284654880963,26541440524500364290560742251309987425449361514420899387434119980521439763421387433198161777601826311843,30946658868815777450819786608373885753324774213909845343854720807164002379756887422110719748988021550323,52,241,281
220,116843325556437038178420079590625930448809298576950105914815878341046808418015356457881766979231681991714181153010517279113556446910156962161018729797718002238882667351543839960462116928331452662456377110731365792191095175669785784266196320469993088252678064944755262652098336790826891352414998114325018438567,119938933358243142149232054378007694975289632192475849742794580909937669108396024299961235331733917543,28905282939336597257964925105099854489044801358386679788013493999294978255123441856290657714947874127623,33702840273666322943934207280220162288056386646085713777725277235692485019459282828289107128217230829303,52,241,281
221,113240234398345007631981056038943457229115231976390719475080686653809025489264909382223972530928167381747872684032883545949802152674549312025626386479281605561624609222467807929680322467755930491946112909956453174724074500816535498016223598468145388997703944175077763120549319796367707576246621653965437650803,118693189167328497368864819600854093120290064513439720750662035138902179479405768082974669601319945947,28605058589326167865896421523805836441989905547738972700909550468475425254536790107996895373918106972987,33352786156019307760651014307840000166801508128276561530936031874031512433713020831315882157970904810827,52,241,281
222,142865018740809958406620033200833136619988994140955218521979120801214179468158845873695340936739609941387016507962719486437898788697817886478878460536471937932469834207123051285312531710233451160637840004919708994720317731717026600738824633103120352059282835453529721089083769032309084406987098635390380140843,128252994311738255967881126162472099776767898162896818170176549310368471518557570754379692573330081667,30908971629128919688259351405155776046201063457258133179012548383798801635972374551805505910172549681507,36039091401598449926974596451654660037271779383774005905819610356213540496714677381980693613105752948147,52,241,281
223,118256509651406236506601344051456390409685008326739166662027743382625520807202372725226141539899859561586682547370882547792654447897250298951807317227447247300810251132408804174263592223305472593220446128308112306603783855008328719800018512873015351293570649724655235786800810595448671490273722289839009642243,120420538430178019587548218824988814426472867281650479577685154332022243006505417060840517548031929867,29021349761672902720599120736822304276779961014877765578222122194017360564567805511662564729075695097707,33838171298880023504101049489821856853838875706143784761329528367298250284828022194096185430996972292347,52,241,281
224,141883101778165452574597616642627532298803479823849083581748565371460828948265492633874373267873532440764265130556662205466135943283784999715614402556058543433745255995328597464112953827630198550102399037426763365774505658253988178874026469538488828572515398755270783707983887770278358627117898977198709525907,127958489250356973137714203011117873935937231804994941970944246923042900427311493393241176154102344763,30837995909336030526189122925679407618560872865003781014997563508453339002982069907771123453138665087643,35956335479350309451697691046124122575998362137203578693835333385375055020074529643500770499302758878123,52,241,281
225,128680477676600556323538813754141631709343046958337745357397201362567072166578347879878754970283744562773272285608595193215019587222285616243827782005756382869690954276248751130624667300167662756969807715130416559055000422296260289542911529656967450119993007111491064869292888109518883052598322124659422376903,123859626855135359366970779413371226297958701061223925274293235217639776259923144209189180133624226247,29850170072087621607439957838622465537808046955754965991104669687451186078641477754414592412203438525287,34804555146293035982118789015157314589726394998203923002076399096156777129038403522782159617548407575127,52,241,281
226,117601919178823053713684119200128471862883127047560199269570251191323127340272333543566475602095371772203250614604615923895961824744752382714880141753826527168360913046714909551909497191603905606702873643251832707137071945663888636046989004197615851007714333396405069616466928184259432708489713824225881754947,120197937493790005895404950239487547129418991531794803619693664688472807076605778175540777311005857483,28967702936003391420792593007716498858189976959162547672346173189921946505461992540305327331952411653163,33775620435754991656608791017296000743366736620434339817133919777460858788526223667326958424392645952443,52,241,281
227,101366302947853390543393663731787581459613204613219580400805309595329729925229677072796507112450941304317009991585327639288866700358264292515979328155617773357882895534025643933951172498928424084578767089237878131322450943993294666994419487288972865889286181340550708645342366027422359170505595651625922206703,114390532462589350945524140324716540195068186967295343305589360280008951870934343244400467190693211647,27568118323484033577871317818256686187011433059118177736647035827482157400895176721900512592957064006687,32143739621987607615692283431245347794814160537809991468870610238682515475732550451676531280584792472527,52,241,281
228,140651402945340321356207217748490330411038812761148473700399060824847908911511199940303563259081240987416547580907700156569265407838147328176500532997487300612435901569261335290869058176227901270746730895118696376657538278491413687573950987168370535214533004661393053584696389725343361596750013999827290049027,127587139886753951543913641853871309490852957672824561966036447204233610518625890262055281175478202123,30748500712707702322083187686782985587295562799150719433814783776220300134988839553155322763290246711403,35851986308177860383839733360937837966929681106063701912456241664389644555733875163637534010309374796283,52,241,281
229,101364400394552716193642083255694898554137402065014002932923131320775805511308352663498206370905401468234603669395284874237000855261428544624619412812275203334104409622710905597707304733457924546231966223832198027024516176716031205964187677402937447826460243295063340799596695539139750136224638188377207494243,114389816789364667687831031270204108529782612070043983752843525101288482805704481312698746099373805867,27567945846236884912767278536119190155677609508880600084435289549410524356174779996360397809949087213707,32143538517811471620280519786927354496868913991682359434549030553462063668402959248868347653924039448347,52,241,281
230,126862223914303271113537237788062859730531747310553827497314183566855072458052890988025104566534064535767780301452753836757635374584818525616331955118691367592155139127160671819623601221054977775616167936487012431409813403801758099455825567519546032009934358215042028365893508178500861016728395130764934519803,123273478972770937280028994810289370776056459146475446458415993278965508311203476331119926244081432947,29708908432437795884486987749279738357029606654300582596478254380230687503000037795799902224823625339987,34639847591348633375688147541691313188071865020159600454814894111389307835448176849044699274586882657827,52,241,281
