p,q,g
0x965e02ae5e71bf657c4d65fe8e308e3044396aa01a8ee8b6bf34bb9b3727037666e27d15158ff5114e5415cd73a818b57e18519d4952b7025fd108c4c21a4933c11a6d3bed4e531af0986bc05cd31d97d5e09bf8aef2db0f46d7bd759ac886b1762747a27003bb74deac76e625cce5808583e22ba39a7d8a02fed1d228c70a67,0xdd712b62d8dadab9810502a2190e4875577ebed9,0x57196e920c34baa03484904e02d3ab18ccce086544fad8bda1296d2d55e6c17850a0a65c7a6cce0cdc187136eaca9e5ca498de789261b02b7d37bd3c121024363f43b9633d5e8c84762a8d0882cc83153a51410691009e5b90d4d76a4423df997fc34e4a214fc18d65921f68f489f9522d7a5133b4325690c03db28f0bd91f5b
