0,4440923246270317776111108650252066369189923937905267157383972608330072814692202672780368451025952250793585525413289111617095918471644736019135354952397008803,19 23 19 23 31 29 29 19 19 19 19 29 19 23 31 37 31 37 23 23 29 31 37 29 23 29 37 37 23 29 41 23 31 23 23 43 23 29 43 31 41 41 43 43 31 31 31 37 43 23 29 29 43 37 41 41 37 31 31 47 43 29 47 31 41 29 41 47 31 43 41 53 47 41 29 47 31 61 47 53 47 37 47 59 59 43 53 43 73 73 47 73 67 73 73 79 61 71 79 239
1,3607009470776781894275378802559728227180495277958370300698212262980482367812397534077458853837046444349709670782432431114745936525019396867833470174326016373,19 29 29 31 31 29 31 29 23 31 23 19 19 37 31 29 29 29 19 29 37 31 23 37 23 31 37 29 29 23 37 37 23 41 23 31 37 41 31 37 29 23 43 29 43 23 23 23 37 31 31 43 37 37 37 41 43 31 47 47 41 47 31 41 43 37 31 43 41 43 37 29 53 47 53 53 31 31 47 41 29 31 47 61 37 41 53 37 41 79 71 67 41 47 83 101 67 67 167 167
2,4301392670776783971015996057469827345379729083999234355563183626921558191051022304322950624120653590642178607522388050208495159044094958309239586440890200201,29 31 29 31 29 29 19 23 19 37 19 37 37 29 19 19 31 31 31 19 31 23 29 29 23 29 23 29 23 29 23 23 29 29 41 37 37 37 29 29 37 41 29 29 43 43 29 41 41 37 37 31 43 41 31 31 37 31 37 43 43 43 47 37 43 29 29 29 47 41 41 43 31 41 31 41 31 61 31 37 43 59 47 37 61 61 67 53 47 59 53 73 53 53 61 83 113 79 101 199
3,4960341719309069937962887025722864037518875718896695049249137033182143537197518392798571531810697106463030575972306237482579446324704473068153438333286824313,31 31 29 29 29 31 29 19 29 23 31 37 29 31 19 29 37 31 31 29 19 37 29 23 23 37 29 29 23 37 29 37 31 23 41 31 37 29 31 29 41 29 29 31 23 31 23 43 31 31 43 41 43 29 41 23 41 31 29 29 41 31 37 43 47 43 43 41 47 47 43 41 37 43 37 53 43 41 37 53 47 53 29 59 43 41 41 59 41 41 53 53 71 79 47 61 97 97 73 257
4,3692749878981803505482586733872868224189367766309478230382364161604699370232945423747501736557510466871837326993705354809262847528467624703531765060657010839,19 19 19 31 23 23 23 19 23 19 23 37 29 19 23 31 31 37 29 23 37 31 29 29 29 23 37 37 31 37 41 37 31 29 31 37 31 23 37 29 23 23 37 43 43 29 43 31 41 41 41 23 29 41 29 29 47 47 37 29 37 43 29 47 37 29 47 41 37 41 43 31 29 29 47 47 37 43 47 43 37 53 59 41 37 73 67 37 61 71 43 79 73 89 73 83 53 67 179 167
5,6077679738740305640341832643153359874324339950915441927011417568938113689372889556925665872974116459607060909897701247958875896583857316069511935906499153107,29 19 29 31 23 23 19 23 37 23 29 31 23 37 31 29 37 37 19 37 31 23 31 23 31 37 37 23 37 23 23 31 29 37 23 23 23 29 41 23 37 37 29 41 37 23 41 37 43 41 23 41 31 23 29 29 47 41 37 47 37 47 47 29 37 31 29 41 31 37 31 53 41 53 29 59 59 43 47 43 53 43 43 61 43 41 43 37 73 61 41 43 61 79 89 59 127 83 113 271
6,6307952802260140928222511851701191905298389177258483887904060630753249238675725795140313751060621114104688039975691632245060269757412662737519675376568045373,23 19 19 31 19 31 31 19 37 31 29 29 31 29 23 23 31 31 37 37 31 23 23 37 23 23 23 31 31 23 37 23 29 37 31 31 37 23 31 41 41 23 31 41 29 41 43 23 23 41 23 37 31 41 41 47 41 41 41 41 47 47 31 31 47 41 47 43 37 43 47 43 29 43 53 41 31 47 47 37 43 47 59 59 61 43 47 41 37 67 41 79 61 43 83 61 89 73 109 197
7,4401707444270279868142545657021050257021393915457641775993769908647604780668181824531062925761948779236974079400955160094444586445674639490522683144078341173,31 29 23 29 31 19 23 29 19 23 19 19 29 31 29 37 31 19 19 31 23 23 23 31 31 29 23 23 31 37 41 23 29 41 37 41 29 37 43 29 43 31 29 29 29 29 31 31 23 41 41 31 41 47 43 41 29 29 29 47 29 31 47 31 31 43 41 41 31 53 37 37 31 31 43 59 59 61 43 37 47 59 59 43 47 59 43 61 47 43 43 47 83 97 89 109 97 67 101 181
8,5658026713600154949918334199477573225363610763701860800057548191470726307021920422786222207163437117999784725789632656112717436918094694670408031536765747257,23 29 23 29 23 29 19 31 31 19 19 23 29 19 31 23 31 23 37 23 29 31 29 31 29 23 23 29 31 29 41 23 37 41 29 31 41 23 41 29 43 23 41 43 37 43 23 37 43 43 23 43 43 23 29 47 29 31 47 29 43 29 29 29 31 29 41 37 53 47 43 37 43 29 31 41 59 61 47 47 47 53 47 59 37 71 61 53 53 73 41 67 47 71 53 103 71 89 173 179
9,6740552852069029358532330850588431754709007154692485333710955735347223545927059080513471581014822724112325583451031665424919186979067709291097320664151231409,29 23 29 19 31 23 19 19 23 31 29 37 29 19 23 37 29 19 23 29 23 23 31 29 29 23 29 23 37 29 31 23 29 41 23 41 31 23 29 29 29 41 31 23 29 31 31 43 43 41 29 37 43 29 31 47 29 31 29 29 37 31 41 37 31 29 37 37 43 53 31 59 43 31 53 47 43 59 37 67 41 61 41 67 41 59 47 43 71 71 67 79 53 97 89 71 107 71 103 443
