0,5916780251596948333892129740885144999600602390455324990684454357443403810531808596636701375948685047297823344883609939574846532885116140415919590981905614197,11863278185073694989278106005504758791527155456142261 13367964769410403182346544700847832411091717366039163 37309156736798185793093929795167691930075578163368179
1,4330201590319010167663570538273009132638292495413886217665005564843457872881762962595552607741111303713514365282967223402378115310833030881839390359228554093,14699308620138589241548430121955671121216764952561163 11063551122726696231719710206718096303596078550259177 26626657988773194542261578607858925600972102396686543
2,5430477948775436579014060352934269363446656556168080952508917292505229826764487628701956396649210018203065564306046357806624043760519372141526903985372597663,12740317697510998190775823815256359282875194172900933 16699007949924162371023602771298459199111789123756447 25525080779876257919373494542444772654103527971152013
3,6842165832582691956573981299301719129270368693799296236636272693974348541989313432719225250363013500310905626579079744052955104876765210765319716172398906961,18532798173965262512448541748347320126387848978757563 12806768049782596706148168353514709181015938244171519 28827903250064398503817744330172530810521248807053213
4,4213636890145832460643455142364111765714694993554395625574295158641161486253635960185562859540746406796070498222966872977610273943112370238338483610268728219,9645977187599346845089532109025667203619067559014097 13379710523015968994415382414051647303303957528033259 32648569678177311679082903098884005979716406984485953
5,4923768208027051795216525612615218647485991705116600764625104730574585145159809316607402532004997427257582097716846600376002707943924192728767155263318405949,15889763984679578901882404085866191609947869916844981 14538793871124212395277072421176684589614208148814947 21313352808431304744529530390313643081260311564512707
6,5637877966271360860385098748993270644368384009168403568306017205623330622682324617962361289957884516235330178447769203303779620253191904305274420883040010389,12391004369840626384911929255595355120928479934387729 15872239651822264222332019496214458758482676214127707 28666254277747826051472280155309534327170708647748063
7,3558817565589056241259332364252682994146131812815264154002601266039844908339482056621811495485995222175825157274785743435281640701615968030553679809685398153,17881492674872415939781298240622837404627313035017643 12591818541830818372437640226799062740918211710718491 15805691457538194518648037067055477045698569986858881
8,6805568150739981913106100867258467431075084614722572215634083800068325693067772337579184225681088924944867303557778574635163731978865029965890645528631369233,16775886523076687405951072104371625329862588122626681 10650240752579844109806196859652158070044157040781579 38090746349962250092367090014224185908688843694493867
9,6689374634481111111842560265399348897894957420101909349695334607130443183009509681787598174177904149384541553165763563281316828814134970734308951129167493321,17359498070709618369433807772423230134557340406766203 14717543661656400756608833601268352412297374035238909 26182615151680083808206341561292542493979529426787623
10,6263420004406140374974963325880117726407796447841754220963463804109319095050526339693234504047827410669556664003391106532700615303600339735466785611005951797,11436843919323614336832799044641940871689765207847661 20303249750812865250124906596859072941048133138401941 26973654093204381098763885916117849438607320872081797
11,4642906101623165042828957772634983610436917769011344976186283619940704511568040166064470870810967901843549750779273733181294924929454584878734122607518378491,10720976759560781240023238767690037714570250510673669 22477433153089369747728426104949794846442647916330133 19266766374131103878077667833487479860910624537033283
